step,spool,diameter,speed,motorV,extfrq,target,temp
99,3.53,50.5,87.04,88.22,78.67,46.3,79.658
100,3.56,50.3,87.2,89.21,78.58,46.3,79.658
101,3.6,48.3,87.68,90.57,78.65,46.3,79.692
102,3.64,49.2,88.16,91.56,79.05,46.3,79.624
103,3.68,46.7,89.28,92.24,79.91,46.3,79.555
104,3.72,46.6,90.24,92.35,80.32,46.3,79.589
105,3.76,42.6,90.96,92.6,80.53,46.3,79.624
106,3.79,42.8,91.76,92.11,80.85,46.3,79.589
107,3.83,40.9,92.0,91.55,81.3,46.3,79.658
108,3.87,41.6,91.84,91.63,81.42,46.3,79.624
109,3.91,47.0,91.68,91.86,81.22,46.3,79.555
110,3.95,44.6,91.36,92.02,81.41,46.3,79.692
111,3.99,47.5,91.36,92.61,81.24,46.3,79.589
112,4.03,45.8,91.68,92.93,80.95,46.3,79.486
113,4.07,42.9,91.6,93.58,80.67,46.3,79.589
114,4.11,42.5,91.84,94.09,80.22,46.3,79.624
115,4.14,43.1,92.48,94.2,80.04,46.3,79.555
116,4.18,44.5,92.72,94.32,79.47,46.3,79.452
117,4.22,40.8,93.36,94.53,79.19,46.3,79.589
118,4.26,44.8,93.68,94.5,79.05,46.3,79.555
119,4.3,47.1,93.44,94.59,79.53,46.3,79.486
120,4.34,48.3,93.76,94.44,79.57,46.3,79.589
121,4.37,50.4,93.84,94.38,79.55,46.3,79.486
122,4.41,53.4,93.68,94.65,79.64,46.3,79.555
123,4.45,55.2,93.92,94.48,79.87,46.3,79.589
124,4.49,51.3,93.68,95.01,79.83,46.3,79.521
125,4.53,49.7,93.44,95.32,80.09,46.3,79.624
126,4.57,47.8,93.84,95.22,80.39,46.3,79.624
127,4.6,49.1,93.92,95.34,80.91,46.3,79.589
128,4.64,49.1,94.0,95.55,81.14,46.3,79.589
129,4.68,48.6,94.32,96.3,81.51,46.3,79.555
130,4.72,45.3,94.24,96.64,81.49,46.3,79.589
131,4.76,46.2,94.4,97.49,81.67,46.3,79.589
132,4.8,44.4,94.88,98.14,81.94,46.3,79.589
133,4.84,44.0,95.12,98.55,82.08,46.3,79.692
134,4.88,44.1,95.68,98.49,82.08,46.3,79.589
135,4.92,44.8,96.0,98.8,81.74,46.3,79.692
136,4.96,42.7,95.84,98.79,81.49,46.3,79.796
137,4.99,43.4,96.16,98.77,81.5,46.3,79.796
138,5.03,42.9,96.32,98.7,81.59,46.3,79.76100000000001
139,5.07,43.8,96.32,98.5,81.8,46.3,79.692
140,5.11,43.7,96.48,98.17,82.03,46.3,79.727
141,5.15,41.8,96.24,97.9,82.47,46.3,79.83
142,5.19,41.1,95.84,97.99,83.01,46.3,79.796
143,5.23,41.5,95.84,98.01,83.12,46.3,79.899
144,5.27,38.4,95.92,98.19,83.26,46.3,79.86399999999999
145,5.31,38.3,95.84,98.32,83.3,46.3,79.86399999999999
146,5.35,38.6,96.08,98.41,83.21,46.3,79.968
147,5.39,38.6,96.0,98.75,83.48,46.3,79.899
148,5.43,38.2,96.24,98.86,83.58,46.3,79.933
149,5.47,38.6,96.48,98.98,83.51,46.3,79.933
150,5.51,40.4,96.48,99.16,83.94,46.3,79.933
151,5.55,39.0,96.64,99.31,83.62,46.3,79.899
152,5.59,40.1,96.88,99.77,83.23,46.3,79.899
153,5.63,42.1,96.88,99.57,82.89,46.3,80.002
154,5.67,40.5,98.0,99.41,82.21,46.3,80.002
155,5.71,40.7,98.64,99.33,81.92,46.3,80.036
156,5.75,42.6,97.52,99.53,81.98,46.3,80.002
157,5.79,41.7,97.44,99.7,81.92,46.3,80.036
158,5.82,42.8,97.52,99.63,81.79,46.3,80.002
159,5.86,42.1,98.0,100.0,81.99,46.3,80.139
160,5.9,43.0,98.48,99.77,82.04,46.3,80.139
161,5.94,44.5,98.72,99.87,82.27,46.3,80.002
162,5.98,45.8,99.52,99.78,82.68,46.3,80.17399999999999
163,6.02,46.3,99.2,99.53,82.95,46.3,80.071
164,6.06,46.5,99.12,99.57,82.97,46.3,80.17399999999999
165,6.1,47.5,98.56,99.76,82.52,46.3,80.071
166,6.14,46.6,97.6,99.76,81.56,46.3,80.036
167,6.18,47.4,97.92,99.86,80.65,46.3,80.139
168,6.22,47.3,98.88,100.0,79.36,46.3,80.208
169,6.26,48.6,98.88,100.0,77.95,46.3,80.17399999999999
170,6.29,47.4,99.52,100.0,76.95,46.3,80.38
171,6.33,47.8,99.84,100.0,76.15,46.3,80.277
172,6.37,46.8,99.76,100.0,75.81,46.3,80.38
173,6.4,46.9,100.0,100.0,75.2,46.3,80.311
174,6.44,46.5,99.92,100.0,74.61,46.3,80.277
175,6.48,46.8,99.84,100.0,74.05,46.3,80.208
176,6.51,47.0,99.84,100.0,73.17,46.3,80.346
177,6.55,49.5,99.76,100.0,72.44,46.3,80.311
178,6.58,48.1,99.84,100.0,71.28,46.3,80.346
179,6.62,50.2,99.92,100.0,69.86,46.3,80.38
180,6.65,49.7,99.76,100.0,68.47,46.3,80.311
181,6.69,49.2,99.84,100.0,66.88,46.3,80.311
182,6.72,49.2,99.84,100.0,64.87,46.3,80.105
183,6.75,50.7,99.6,100.0,63.27,46.3,80.346
184,6.79,50.2,99.84,100.0,61.73,46.3,80.346
185,6.82,50.3,99.76,100.0,60.4,46.3,80.346
186,6.85,50.2,99.68,100.0,59.03,46.3,80.277
187,6.88,49.7,99.68,100.0,57.53,46.3,80.346
188,6.91,48.5,99.6,100.0,56.63,46.3,80.243
189,6.94,49.6,99.84,100.0,55.89,46.3,80.38
190,6.97,49.3,100.16,100.0,55.32,46.3,80.311
191,7.0,48.8,99.92,100.0,54.34,46.3,80.38
192,7.03,48.6,100.0,100.0,53.4,46.3,80.243
193,7.05,50.1,99.84,100.0,52.89,46.3,80.208
194,7.08,54.5,99.68,100.0,52.51,46.3,80.311
195,7.11,54.3,99.92,100.0,52.5,46.3,80.208
196,7.14,50.9,100.0,100.0,52.55,46.3,80.311
197,7.17,51.3,99.84,100.0,52.93,46.3,80.415
198,7.19,50.7,99.92,100.0,52.85,46.3,80.346
199,7.22,50.8,99.68,100.0,53.0,46.3,80.346
200,7.25,50.3,99.84,100.0,52.51,46.3,80.243
201,7.28,51.3,99.84,100.0,52.12,46.3,80.243
202,7.31,48.1,99.68,100.0,51.68,46.3,80.243
203,7.33,49.0,99.84,99.15,51.26,46.3,80.311
204,7.36,48.1,99.68,97.89,50.31,46.3,80.243
205,7.39,46.0,98.8,95.04,48.15,46.3,80.346
206,7.41,44.5,97.04,87.97,43.68,46.3,80.346
207,7.44,45.3,95.52,69.68,32.04,46.3,80.243
208,7.46,45.5,93.36,49.39,18.71,46.3,80.17399999999999
209,7.47,46.3,87.68,36.08,9.77,46.3,80.277
210,7.48,46.6,77.68,30.54,5.87,46.3,80.277
211,7.49,48.3,67.28,28.43,4.58,46.3,80.277
212,7.5,47.7,57.68,27.14,4.01,38.1,80.346
213,7.51,48.1,49.28,26.67,4.6,38.1,80.243
214,7.52,49.3,42.88,26.11,5.53,38.1,80.38
215,7.53,48.1,37.44,26.4,7.36,38.1,80.243
216,7.54,49.3,34.4,27.71,9.94,38.1,80.17399999999999
217,7.55,50.1,33.12,29.67,13.33,38.1,80.243
218,7.57,50.3,32.4,36.14,20.82,38.1,80.311
219,7.58,51.4,32.64,54.09,35.04,38.1,80.38
220,7.6,53.0,34.0,72.85,50.83,38.1,80.243
221,7.63,52.3,39.68,80.05,54.18,38.1,80.139
222,7.66,51.1,51.04,84.88,55.28,38.1,80.139
223,7.69,53.7,64.8,87.17,55.43,38.1,80.071
224,7.72,56.8,76.0,88.59,54.73,38.1,80.036
225,7.75,57.5,83.04,90.04,53.34,38.1,80.139
226,7.77,53.3,86.56,91.52,51.35,38.1,80.105
227,7.8,56.2,88.72,92.67,49.56,38.1,79.968
228,7.83,51.9,90.4,93.19,47.98,38.1,80.105
229,7.86,49.7,91.44,93.6,46.45,38.1,80.105
230,7.88,44.0,92.48,93.74,45.55,38.1,80.002
231,7.91,39.5,93.12,94.04,44.43,38.1,79.968
232,7.93,39.3,93.12,94.68,43.99,38.1,79.968
233,7.96,37.1,93.52,95.12,43.06,38.1,80.002
234,7.98,38.6,93.84,95.48,42.89,38.1,80.036
235,8.0,36.1,94.0,95.93,42.95,38.1,79.933
236,8.03,35.1,94.4,96.22,42.9,38.1,79.83
237,8.05,32.3,94.72,96.72,43.34,38.1,79.968
238,8.08,35.3,94.88,96.47,43.67,38.1,80.071
239,8.1,36.0,95.44,96.04,43.9,38.1,79.86399999999999
240,8.13,37.3,95.52,96.02,44.65,38.1,79.899
241,8.15,35.2,95.2,95.4,45.43,38.1,79.86399999999999
242,8.18,32.0,95.2,95.31,45.82,38.1,79.899
243,8.2,32.5,94.88,95.21,45.94,38.1,79.968
244,8.23,33.2,94.64,95.23,46.28,38.1,80.002
245,8.25,36.3,94.88,94.58,46.26,38.1,79.83
246,8.28,30.7,94.4,94.35,45.82,38.1,79.899
247,8.3,32.9,94.32,94.02,45.7,38.1,79.796
248,8.33,29.3,94.16,93.58,45.83,38.1,79.933
249,8.35,32.2,93.6,92.27,45.96,38.1,79.86399999999999
250,8.38,30.4,93.6,91.65,46.73,38.1,79.86399999999999
251,8.4,32.4,93.28,91.59,47.79,38.1,79.899
252,8.43,31.0,92.08,93.22,49.1,38.1,79.968
253,8.46,34.0,92.0,95.21,50.48,38.1,79.86399999999999
254,8.48,33.5,92.24,97.43,51.3,38.1,79.86399999999999
255,8.51,33.2,93.2,98.58,51.8,38.1,79.796
256,8.54,35.7,94.96,99.19,51.76,38.1,79.933
257,8.57,38.1,96.08,99.39,51.49,38.1,79.86399999999999
258,8.59,38.5,96.64,99.24,51.09,38.1,79.796
259,8.62,39.0,97.28,98.96,51.43,38.1,79.933
260,8.65,44.2,97.2,98.45,52.63,38.1,79.86399999999999
261,8.68,45.4,97.28,98.69,55.44,38.1,79.796
262,8.71,44.6,97.12,99.16,58.65,38.1,79.727
263,8.74,42.5,96.64,99.55,60.03,38.1,79.796
264,8.77,43.0,97.12,99.71,61.52,38.1,79.796
265,8.8,39.2,97.6,99.75,62.59,38.1,79.76100000000001
266,8.83,38.1,98.16,99.71,63.12,38.1,79.796
267,8.86,36.8,98.96,99.82,63.05,38.1,79.727
268,8.89,40.6,98.88,100.0,62.65,38.1,79.692
269,8.93,41.1,98.72,100.0,61.0,38.1,79.692
270,8.96,37.2,99.68,100.0,59.53,38.1,79.589
271,8.99,39.4,100.16,100.0,58.22,38.1,79.658
272,9.02,37.4,100.16,100.0,57.63,38.1,79.658
273,9.05,34.6,100.24,100.0,57.86,38.1,79.589
274,9.08,35.6,100.08,100.0,58.51,38.1,79.486
275,9.11,35.5,100.24,100.0,59.24,38.1,79.486
276,9.14,40.4,100.24,100.0,59.51,38.1,79.555
277,9.17,37.4,100.08,100.0,59.78,38.1,79.486
278,9.2,36.3,100.16,100.0,59.88,38.1,79.555
279,9.23,37.2,100.0,100.0,60.09,38.1,79.521
280,9.26,38.4,100.08,100.0,60.06,38.1,79.521
281,9.29,36.2,100.24,100.0,59.52,38.1,79.452
282,9.32,36.3,100.08,100.0,59.49,38.1,79.521
283,9.35,35.5,100.16,100.0,59.67,38.1,79.417
284,9.38,39.8,100.16,100.0,59.95,38.1,79.452
285,9.41,40.0,100.0,100.0,59.93,38.1,79.521
286,9.44,38.6,100.32,100.0,60.48,38.1,79.486
287,9.48,36.0,100.08,100.0,61.12,38.1,79.417
288,9.51,37.9,100.0,100.0,62.51,38.1,79.34899999999999
289,9.54,41.8,100.16,100.0,64.27,38.1,79.383
290,9.57,40.1,100.0,100.0,65.72,38.1,79.555
291,9.6,38.8,100.24,100.0,67.24,38.1,79.555
292,9.64,39.2,100.16,100.0,68.67,38.1,79.555
293,9.67,38.2,99.92,100.0,70.68,38.1,79.624
294,9.71,35.8,100.16,100.0,72.51,38.1,79.589
295,9.74,37.0,100.08,100.0,75.0,38.1,79.521
296,9.78,36.7,100.16,100.0,77.57,38.1,79.452
297,9.82,37.7,100.16,100.0,79.82,38.1,79.555
298,9.85,41.5,99.92,100.0,81.65,38.1,79.452
299,9.89,38.0,100.08,100.0,83.43,38.1,79.589
300,9.93,35.7,100.16,100.0,85.07,38.1,79.658
301,9.97,31.8,100.0,100.0,86.53,38.1,79.555
302,10.01,34.9,100.16,100.0,88.52,38.1,79.589
303,10.06,37.2,100.0,100.0,90.24,38.1,79.589
304,10.1,37.7,100.0,100.0,90.95,38.1,79.589
305,10.14,37.8,99.92,100.0,91.69,38.1,79.658
306,10.18,39.5,99.84,100.0,92.64,38.1,79.692
307,10.23,41.0,99.92,100.0,92.7,38.1,79.589
308,10.27,38.0,99.92,100.0,93.08,38.1,79.658
309,10.31,38.8,99.76,100.0,93.65,38.1,79.589
310,10.36,40.5,99.92,100.0,93.76,38.1,79.624
311,10.4,39.7,99.84,100.0,93.73,38.1,79.692
312,10.45,39.0,99.76,100.0,93.61,38.1,79.692
313,10.49,39.1,99.92,100.0,93.3,38.1,79.727
314,10.53,36.1,99.84,100.0,93.27,38.1,79.796
315,10.58,36.5,99.92,100.0,93.67,38.1,79.589
316,10.62,34.4,100.0,100.0,93.47,38.1,79.796
317,10.66,35.8,99.84,100.0,93.35,38.1,79.796
318,10.71,34.5,99.92,100.0,93.29,38.1,79.727
319,10.75,35.6,100.0,100.0,93.29,38.1,79.796
320,10.79,35.4,99.92,100.0,93.19,38.1,79.83
321,10.84,37.2,100.16,100.0,93.51,38.1,79.83
322,10.88,38.2,100.0,100.0,93.93,38.1,79.83
323,10.93,40.0,100.0,100.0,94.31,38.1,79.86399999999999
324,10.97,41.7,100.16,100.0,94.28,38.1,80.105
325,11.01,41.3,99.92,100.0,93.93,38.1,79.968
326,11.06,41.6,100.16,100.0,93.16,38.1,79.933
327,11.1,43.6,100.08,100.0,92.29,38.1,79.796
328,11.14,41.6,99.84,100.0,90.73,38.1,79.899
329,11.19,41.1,100.08,97.88,89.48,38.1,79.796
330,11.23,41.7,100.0,95.84,88.47,38.1,79.83
331,11.27,42.0,98.8,93.52,87.59,38.1,79.796
332,11.31,43.8,96.4,91.36,86.78,54.5,79.933
333,11.35,44.4,94.48,89.34,85.49,54.5,79.86399999999999
334,11.39,51.4,93.04,87.35,85.31,54.5,80.036
335,11.43,53.5,91.6,86.19,85.03,54.5,79.933
336,11.47,52.4,89.76,84.79,84.95,54.5,79.933
337,11.52,57.6,88.48,83.67,84.64,54.5,79.933
338,11.56,58.8,87.2,82.09,84.22,54.5,79.899
339,11.6,59.7,85.44,80.53,84.14,54.5,79.86399999999999
340,11.64,60.6,84.16,79.28,84.34,54.5,79.933
341,11.68,59.3,82.64,78.1,84.55,54.5,79.86399999999999
342,11.72,56.9,81.12,77.56,84.67,54.5,79.899
343,11.76,53.0,79.92,76.79,85.07,54.5,79.899
344,11.8,52.3,79.04,76.7,84.74,54.5,79.933
345,11.84,54.3,77.92,76.0,85.03,54.5,79.83
346,11.88,54.9,76.64,75.95,85.01,54.5,79.968
347,11.92,55.9,76.48,75.65,85.14,54.5,79.968
348,11.96,55.4,76.08,74.84,85.21,54.5,79.83
349,12.0,56.8,75.6,74.2,85.33,54.5,79.899
350,12.04,58.5,75.2,73.66,85.06,54.5,79.933
351,12.08,57.5,74.8,73.99,84.84,54.5,80.002
352,12.12,56.5,74.16,74.07,84.61,54.5,80.139
353,12.16,59.2,73.12,73.97,84.59,54.5,80.036
354,12.2,58.5,73.36,74.35,84.5,54.5,80.002
355,12.24,54.5,73.52,74.49,84.4,54.5,80.002
356,12.28,56.7,73.76,74.7,84.36,54.5,80.036
357,12.32,52.5,73.6,74.84,84.27,54.5,80.036
358,12.36,50.7,74.08,74.95,84.33,54.5,79.933
359,12.4,50.6,74.08,75.21,84.18,54.5,80.002
360,12.44,51.2,73.92,75.83,84.53,54.5,79.933
361,12.48,51.1,74.24,76.05,84.49,54.5,80.071
362,12.52,50.2,74.72,76.75,84.58,54.5,79.933
363,12.56,51.7,75.44,77.03,85.03,54.5,80.002
364,12.6,52.9,75.6,77.14,85.3,54.5,80.002
365,12.64,52.3,76.24,77.67,85.11,54.5,80.071
366,12.68,53.4,76.56,77.66,85.31,54.5,80.071
367,12.72,52.9,76.72,77.93,85.5,54.5,80.071
368,12.76,55.0,76.8,78.45,85.69,54.5,80.071
369,12.8,54.8,77.36,78.35,85.57,54.5,80.17399999999999
370,12.85,53.4,77.92,78.63,85.16,54.5,80.071
371,12.89,53.6,77.92,78.92,84.88,54.5,80.17399999999999
372,12.93,51.2,78.32,78.76,84.68,54.5,80.139
373,12.97,51.5,78.72,78.61,84.67,54.5,80.243
374,13.01,51.1,78.48,78.55,84.43,54.5,80.277
375,13.05,51.0,78.4,78.98,84.45,54.5,80.002
376,13.09,51.4,78.72,79.37,84.95,54.5,80.208
377,13.13,50.8,78.8,79.62,85.11,54.5,80.139
378,13.17,50.6,78.72,80.16,85.21,54.5,80.105
379,13.21,50.7,79.36,80.19,84.99,54.5,80.277
380,13.25,54.4,79.76,79.75,84.67,54.5,80.243
381,13.29,51.5,79.68,79.48,84.74,54.5,80.243
382,13.33,55.1,80.08,79.49,84.74,54.5,80.139
383,13.37,55.1,80.08,79.94,84.15,54.5,80.243
384,13.41,55.2,79.68,79.36,83.91,54.5,80.139
385,13.45,54.2,79.44,79.19,83.91,54.5,80.277
386,13.49,53.4,79.92,78.78,83.71,54.5,80.208
387,13.53,52.4,79.6,78.49,83.31,54.5,80.38
388,13.57,50.5,79.04,78.04,82.82,54.5,80.17399999999999
389,13.61,50.5,79.12,77.93,82.42,54.5,80.311
390,13.65,49.0,78.88,78.22,81.99,54.5,80.311
391,13.69,50.7,78.24,77.83,82.38,54.5,80.243
392,13.73,48.8,78.08,77.28,82.44,54.5,80.17399999999999
393,13.77,51.0,78.32,76.99,82.55,54.5,80.243
394,13.81,53.0,77.84,76.8,82.9,54.5,80.311
395,13.84,50.1,77.28,76.98,83.08,54.5,80.071
396,13.88,51.7,77.28,76.92,83.08,54.5,80.243
397,13.92,49.0,77.2,76.53,82.95,54.5,80.243
398,13.96,49.0,76.72,76.29,83.03,54.5,80.415
399,14.0,47.3,76.96,75.92,83.22,54.5,80.277
400,14.04,46.2,76.88,75.8,83.54,54.5,80.243
401,14.08,46.7,76.4,75.44,83.3,54.5,80.346
402,14.12,45.0,75.76,75.21,83.19,54.5,80.243
403,14.16,46.4,75.92,75.47,83.03,54.5,80.277
404,14.2,46.9,75.68,75.64,82.57,54.5,80.243
405,14.24,46.2,75.04,75.82,82.26,54.5,80.311
406,14.28,47.3,75.28,76.07,81.66,54.5,80.346
407,14.32,46.6,75.68,76.46,81.4,54.5,80.311
408,14.36,47.5,75.92,76.56,80.92,54.5,80.311
409,14.4,49.1,75.84,76.58,80.36,54.5,80.277
410,14.44,55.1,76.48,76.71,79.82,54.5,80.38
411,14.47,57.2,76.56,77.2,79.41,54.5,80.415
412,14.51,58.0,76.48,77.49,78.79,54.5,80.208
413,14.55,55.7,76.64,78.04,78.21,54.5,80.346
414,14.59,55.4,77.2,78.59,77.54,54.5,80.243
415,14.63,56.3,77.68,79.47,77.1,54.5,80.17399999999999
416,14.66,55.1,77.76,80.37,76.9,54.5,80.17399999999999
417,14.7,52.2,78.4,80.88,76.11,54.5,80.17399999999999
418,14.74,54.9,79.36,81.73,75.5,54.5,80.17399999999999
419,14.77,57.1,80.16,82.33,74.75,54.5,80.208
420,14.81,57.2,81.04,83.34,74.63,54.5,80.208
421,14.85,57.9,82.08,83.7,74.03,54.5,80.208
422,14.88,56.3,82.88,84.5,73.61,54.5,80.105
423,14.92,55.3,83.84,84.49,74.24,54.5,80.277
424,14.96,54.8,83.2,84.83,74.55,54.5,80.17399999999999
425,14.99,54.1,83.2,85.11,74.11,54.5,80.17399999999999
426,15.03,53.0,83.84,85.42,74.14,54.5,80.139
427,15.06,53.3,85.28,85.48,73.4,54.5,80.243
428,15.1,54.6,85.76,85.59,73.07,54.5,80.105
429,15.14,50.5,85.6,85.9,72.13,54.5,80.139
430,15.17,55.1,85.92,85.87,70.83,54.5,80.036
431,15.21,54.4,86.4,86.34,70.61,54.5,80.105
432,15.24,50.3,86.24,86.55,70.45,54.5,80.243
433,15.28,49.6,86.72,86.83,70.45,54.5,80.002
434,15.31,51.5,87.12,86.72,70.48,54.5,80.036
435,15.35,50.6,86.88,86.2,70.65,54.5,80.071
436,15.38,49.9,87.2,85.7,71.08,54.5,80.243
437,15.42,49.5,87.36,85.96,71.26,54.5,80.036
438,15.45,50.6,86.72,86.42,71.77,54.5,80.036
439,15.49,51.2,86.72,86.8,72.09,54.5,79.899
440,15.52,50.6,86.88,87.64,73.09,54.5,80.036
441,15.56,52.4,86.64,87.86,73.75,54.5,80.002
442,15.59,55.2,87.28,87.7,74.18,54.5,80.105
443,15.63,53.3,88.16,87.7,74.37,54.5,80.105
444,15.67,55.4,88.32,87.57,74.29,54.5,80.002
445,15.7,54.5,88.48,87.26,74.06,54.5,80.002
446,15.74,52.0,88.48,86.76,73.67,54.5,79.968
447,15.77,51.3,88.0,86.58,73.38,54.5,80.036
448,15.81,51.4,87.68,86.28,72.93,54.5,80.036
449,15.85,50.3,87.6,86.63,72.77,54.5,79.933
450,15.88,50.3,87.36,87.66,72.63,54.5,80.036
451,15.92,49.6,87.2,88.51,72.88,54.5,80.036
452,15.95,48.7,87.76,89.09,73.38,44.5,79.968
453,15.99,48.5,88.16,89.77,74.53,44.5,80.002
454,16.03,50.4,88.88,90.45,74.91,44.5,79.968
455,16.06,52.6,89.84,91.36,75.71,44.5,79.83
456,16.1,51.9,90.56,92.22,76.21,44.5,79.86399999999999
457,16.14,51.5,91.2,93.05,77.06,44.5,79.86399999999999
