step,spool,diameter,speed,motorV,extfrq,target,temp
35,0.33,40.1,50.24,15.83,5.22,30.9,80.036
36,0.34,38.2,50.4,14.3,5.5,30.9,79.899
37,0.35,40.0,51.12,14.38,4.38,30.9,79.968
38,0.36,39.7,51.28,14.07,2.99,30.9,79.968
39,0.37,40.1,50.48,13.89,3.02,30.9,80.105
40,0.38,41.0,49.92,15.15,4.05,30.9,80.071
41,0.39,41.7,49.28,14.14,5.41,30.9,80.002
42,0.4,40.8,48.96,15.03,6.85,30.9,80.139
43,0.41,40.0,49.92,14.41,5.5,30.9,80.17399999999999
44,0.42,40.0,50.0,14.4,2.89,30.9,80.139
45,0.43,38.8,50.32,13.25,3.46,30.9,80.036
46,0.44,39.0,50.08,12.75,3.24,30.9,80.208
47,0.45,36.6,48.72,13.09,3.12,30.9,80.105
48,0.46,37.0,47.92,10.72,3.64,30.9,80.139
49,0.47,35.6,47.36,9.95,2.18,30.9,80.243
50,0.47,35.0,46.48,9.0,0.97,30.9,80.243
51,0.48,34.7,44.16,7.99,0.14,30.9,80.105
52,0.49,32.6,41.76,7.88,0.0,30.9,80.208
53,0.5,33.4,38.72,6.33,0.0,30.9,80.105
54,0.51,33.8,36.96,6.67,0.0,30.9,80.139
55,0.51,34.4,35.36,4.97,0.0,30.9,80.105
56,0.52,33.1,33.2,4.64,0.0,30.9,80.17399999999999
57,0.53,34.7,31.44,4.52,0.0,30.9,80.002
58,0.54,31.7,28.48,3.59,0.0,30.9,80.243
59,0.54,34.6,26.72,3.6,0.0,30.9,80.208
60,0.55,34.3,25.12,3.67,0.0,30.9,80.17399999999999
61,0.56,35.9,22.32,3.32,0.0,30.9,80.208
62,0.57,35.0,21.12,3.03,0.0,30.9,80.208
63,0.57,35.2,21.28,1.82,0.0,30.9,80.071
64,0.58,35.8,21.04,1.28,0.0,30.9,80.17399999999999
65,0.59,36.4,20.48,0.35,0.0,30.9,80.208
66,0.6,35.8,18.64,0.0,0.0,30.9,80.346
67,0.61,36.4,16.8,0.0,0.0,30.9,80.139
68,0.61,37.2,14.56,0.0,0.0,30.9,80.243
69,0.62,37.0,13.12,0.0,0.0,30.9,80.139
70,0.63,37.5,11.84,0.0,0.0,30.9,80.17399999999999
71,0.64,39.0,11.2,0.0,0.0,30.9,80.208
72,0.64,39.3,11.04,0.0,0.0,30.9,80.208
73,0.65,42.5,11.28,0.0,0.0,30.9,80.208
74,0.66,40.6,11.6,0.0,0.0,30.9,80.208
75,0.67,40.4,11.84,0.0,0.0,30.9,80.208
76,0.67,41.1,11.76,0.0,0.0,30.9,80.17399999999999
77,0.68,41.6,11.28,0.0,0.0,30.9,80.139
78,0.69,42.7,10.24,0.0,0.0,30.9,80.139
79,0.7,43.3,9.36,0.0,0.34,30.9,80.243
80,0.71,43.6,9.44,0.0,1.25,30.9,80.243
81,0.71,43.2,10.08,0.0,1.83,30.9,80.311
82,0.72,43.9,10.8,0.0,3.87,30.9,80.17399999999999
83,0.73,44.6,11.28,0.0,4.74,30.9,80.346
84,0.74,44.7,11.68,0.0,6.38,30.9,80.208
85,0.75,45.8,11.92,0.0,7.79,30.9,80.17399999999999
86,0.76,45.3,11.84,0.0,8.81,30.9,80.17399999999999
87,0.77,46.3,11.84,0.0,9.16,30.9,80.208
88,0.78,46.3,11.84,0.0,9.78,30.9,80.208
89,0.79,46.2,11.76,0.0,8.19,30.9,80.311
90,0.81,47.0,11.68,0.0,7.86,30.9,80.208
91,0.82,47.0,11.68,0.76,5.84,53.6,80.105
92,0.83,48.5,11.68,0.49,5.82,53.6,80.17399999999999
93,0.84,49.5,11.68,0.0,7.01,53.6,80.002
94,0.85,48.8,11.76,0.0,7.73,53.6,80.311
95,0.86,49.8,11.52,0.0,10.03,53.6,80.105
96,0.87,49.2,11.04,0.0,10.8,53.6,80.071
97,0.88,49.3,11.28,0.0,12.24,53.6,80.139
98,0.89,49.4,11.52,0.0,13.54,53.6,80.208
99,0.91,50.2,11.76,0.0,14.15,53.6,80.036
100,0.92,50.0,11.6,0.0,15.33,53.6,80.17399999999999
101,0.93,50.3,10.96,0.0,16.56,53.6,80.208
102,0.95,50.7,9.92,0.0,16.13,53.6,80.208
103,0.96,51.4,8.88,0.0,15.16,53.6,80.17399999999999
104,0.97,54.6,8.88,0.0,14.45,53.6,80.071
105,0.99,56.3,9.6,0.0,14.06,53.6,80.002
106,1.0,56.3,10.4,0.0,11.71,53.6,80.002
107,1.01,58.1,11.04,0.0,9.99,53.6,80.208
108,1.02,59.7,11.52,0.45,9.87,53.6,80.105
109,1.04,60.1,11.76,0.95,10.1,53.6,80.105
110,1.05,61.1,12.0,1.2,9.55,53.6,80.105
111,1.06,61.6,12.8,0.75,9.12,53.6,80.071
112,1.07,62.4,13.52,0.86,10.74,53.6,80.105
113,1.08,63.1,13.68,1.95,11.15,53.6,80.105
114,1.09,63.6,13.44,3.75,11.77,53.6,80.002
115,1.11,63.8,14.32,4.14,12.03,53.6,80.002
116,1.12,63.2,16.32,5.08,12.22,53.6,80.002
117,1.13,64.0,18.8,7.09,11.72,53.6,79.933
118,1.14,64.0,21.12,7.47,11.26,53.6,79.86399999999999
119,1.16,63.6,24.32,8.18,10.77,53.6,79.899
120,1.17,62.5,27.84,7.85,10.95,53.6,80.071
121,1.18,62.2,29.52,6.49,11.24,53.6,79.899
122,1.19,62.0,31.6,5.19,11.35,53.6,79.899
123,1.2,62.4,32.56,5.15,11.17,53.6,79.899
124,1.21,60.5,31.52,4.14,12.86,53.6,80.002
125,1.23,61.0,29.6,3.75,12.89,53.6,79.933
126,1.24,61.0,28.0,3.97,12.17,53.6,79.933
127,1.25,62.0,25.28,2.87,11.94,53.6,79.86399999999999
128,1.26,62.0,23.84,3.24,11.94,53.6,79.968
129,1.28,61.4,23.2,3.57,11.59,53.6,80.036
130,1.29,59.2,21.28,4.01,11.47,53.6,79.933
131,1.3,57.3,19.68,3.95,10.85,53.6,79.86399999999999
132,1.31,56.1,20.48,4.43,11.75,53.6,79.899
133,1.33,54.0,21.92,3.22,12.93,53.6,80.002
134,1.34,51.2,22.96,2.74,13.29,53.6,79.899
135,1.35,50.2,23.2,2.73,13.82,53.6,79.83
136,1.36,49.4,21.92,2.8,14.8,53.6,79.83
137,1.38,49.2,20.96,1.87,15.87,53.6,79.86399999999999
138,1.39,48.5,20.24,1.87,16.87,53.6,79.933
139,1.41,47.9,19.2,1.27,19.06,53.6,79.899
140,1.42,46.3,18.0,0.45,19.02,53.6,79.83
141,1.44,47.5,17.36,0.0,18.96,53.6,79.968
142,1.45,46.5,16.0,0.0,18.68,53.6,79.933
143,1.47,48.1,14.24,0.0,16.89,53.6,79.933
144,1.48,48.8,12.16,0.0,16.61,53.6,79.83
145,1.49,49.3,10.4,0.0,15.96,53.6,79.968
146,1.51,50.2,10.0,0.0,16.65,53.6,79.86399999999999
147,1.52,50.7,10.56,0.0,18.09,53.6,79.933
148,1.54,50.9,11.12,0.0,18.75,53.6,79.933
149,1.55,52.5,11.52,0.0,17.91,53.6,79.86399999999999
150,1.57,52.2,11.76,0.0,18.4,53.6,79.86399999999999
151,1.58,52.8,11.84,0.0,17.94,53.6,79.796
152,1.59,53.9,11.6,0.0,17.62,53.6,79.83
153,1.61,53.0,11.52,0.27,17.57,53.6,79.83
154,1.62,54.0,11.36,0.66,17.62,53.6,79.76100000000001
155,1.64,54.8,11.28,1.92,17.79,53.6,79.796
156,1.65,57.1,11.52,2.8,17.98,53.6,79.933
157,1.67,58.4,12.72,2.72,17.71,53.6,79.899
158,1.68,59.1,15.12,3.13,17.47,53.6,79.727
159,1.7,59.6,16.72,3.03,16.68,53.6,79.727
160,1.71,59.2,17.52,3.25,15.79,53.6,79.899
161,1.72,60.2,18.8,3.72,13.89,53.6,79.83
162,1.74,60.0,19.76,3.66,12.96,53.6,79.76100000000001
163,1.75,60.1,20.48,3.34,13.55,53.6,79.899
164,1.76,59.8,20.24,3.62,13.27,53.6,79.76100000000001
165,1.78,59.1,19.84,3.94,13.64,53.6,79.76100000000001
166,1.79,56.1,20.32,4.13,13.95,53.6,79.968
167,1.8,56.4,21.44,4.31,14.04,53.6,79.83
168,1.81,58.6,22.32,4.25,14.43,53.6,79.76100000000001
169,1.83,59.5,22.88,3.72,15.62,53.6,79.727
170,1.84,61.1,23.68,3.32,15.45,53.6,79.76100000000001
171,1.86,59.5,23.84,3.12,14.84,53.6,79.83
172,1.87,60.4,22.64,1.66,15.81,53.6,79.86399999999999
173,1.88,62.3,21.52,2.1,16.14,53.6,79.86399999999999
174,1.9,62.2,20.64,3.81,17.34,53.6,79.76100000000001
175,1.91,65.3,18.8,5.38,18.1,53.6,79.86399999999999
176,1.93,65.6,18.16,5.69,18.14,53.6,79.83
177,1.94,66.3,19.36,6.12,17.75,53.6,79.796
178,1.95,64.3,22.4,6.67,17.66,53.6,79.933
179,1.97,64.6,25.28,8.6,17.72,53.6,79.796
180,1.98,62.4,27.28,8.13,18.58,53.6,79.933
181,2.0,63.0,29.36,8.36,19.29,53.6,79.899
182,2.01,63.1,32.24,7.69,19.84,53.6,79.83
183,2.03,62.6,33.44,6.26,19.93,53.6,79.83
184,2.04,61.6,33.92,5.53,19.46,53.6,79.86399999999999
185,2.06,61.5,33.68,5.22,19.93,53.6,79.76100000000001
186,2.07,60.9,31.36,5.76,21.26,53.6,79.968
187,2.09,62.1,29.2,5.57,21.14,53.6,79.899
188,2.11,62.7,28.48,4.33,21.64,53.6,80.002
189,2.12,64.9,28.48,2.59,21.55,53.6,79.933
190,2.14,65.5,28.0,3.33,20.91,53.6,79.86399999999999
191,2.15,62.7,26.08,3.49,20.3,53.6,79.899
192,2.17,61.7,23.52,3.11,20.21,53.6,79.968
193,2.19,60.3,22.16,4.03,19.61,53.6,79.933
194,2.2,59.2,22.0,2.36,19.21,53.6,79.968
195,2.22,58.5,22.08,2.83,19.17,53.6,79.86399999999999
196,2.23,56.4,21.68,3.49,18.05,53.6,79.968
197,2.25,54.6,18.72,2.89,17.08,53.6,79.968
198,2.26,51.7,18.56,4.19,15.23,53.6,79.968
199,2.27,51.6,19.68,3.66,14.45,53.6,80.002
200,2.29,50.3,20.16,2.87,13.1,53.6,79.968
201,2.3,49.4,21.28,2.22,13.47,53.6,80.002
202,2.31,49.2,21.12,2.16,14.02,53.6,79.968
203,2.32,48.9,20.08,1.7,14.4,53.6,79.933
204,2.34,48.6,19.36,1.19,15.24,53.6,80.139
205,2.35,47.6,18.64,1.06,13.63,53.6,80.071
206,2.36,47.2,17.2,0.48,14.53,53.6,80.036
207,2.38,48.2,15.68,0.61,16.01,53.6,79.933
208,2.39,46.8,15.04,0.0,16.86,53.6,79.933
209,2.41,47.7,14.56,0.07,17.02,53.6,80.071
210,2.42,48.6,13.6,0.0,16.79,53.6,80.002
211,2.43,48.3,11.84,0.0,17.1,50.5,80.002
212,2.45,49.5,10.0,0.0,17.04,50.5,80.071
213,2.46,49.8,9.28,0.0,16.13,50.5,79.899
214,2.48,50.5,10.0,0.0,15.06,50.5,79.933
215,2.49,50.0,10.64,0.0,13.54,50.5,80.071
216,2.5,51.2,11.2,0.0,12.04,50.5,80.036
217,2.52,51.5,11.6,0.0,10.11,50.5,80.002
218,2.53,51.9,11.92,0.0,9.69,50.5,80.139
219,2.54,52.8,12.0,0.0,9.41,50.5,79.933
220,2.55,52.3,11.92,0.52,9.57,50.5,80.036
221,2.56,53.4,11.92,0.0,8.08,50.5,80.002
222,2.57,55.1,12.0,0.56,7.42,50.5,80.002
223,2.58,57.8,12.56,2.19,5.74,50.5,80.139
224,2.59,58.2,12.56,2.96,5.18,50.5,80.17399999999999
225,2.6,59.7,13.84,4.69,2.74,50.5,80.071
226,2.61,60.0,16.16,6.02,2.59,50.5,80.105
227,2.62,60.7,18.32,5.97,2.47,50.5,80.071
228,2.63,61.7,22.24,7.59,2.67,50.5,80.139
229,2.64,62.4,25.92,8.75,2.91,50.5,80.139
230,2.65,63.1,27.92,8.47,4.02,50.5,80.036
231,2.65,63.6,29.52,7.85,5.42,50.5,80.071
232,2.66,64.2,32.16,7.36,6.34,50.5,80.105
233,2.67,66.4,33.36,7.58,8.04,50.5,80.105
234,2.69,66.9,33.52,8.33,8.91,50.5,80.002
235,2.7,67.7,33.44,7.81,9.09,50.5,80.036
236,2.71,68.6,33.6,7.09,9.13,50.5,80.036
237,2.72,70.9,34.24,6.89,8.04,50.5,80.071
238,2.73,75.8,34.08,6.47,6.12,50.5,80.243
239,2.74,76.0,32.32,7.48,5.63,50.5,80.243
240,2.75,74.1,31.84,7.69,5.5,50.5,80.036
241,2.76,68.9,31.84,7.88,4.18,50.5,80.036
242,2.77,65.3,32.64,7.42,6.49,50.5,80.036
243,2.78,62.0,33.44,6.89,6.6,50.5,80.243
244,2.79,57.6,33.6,5.72,7.07,50.5,80.243
245,2.8,55.8,33.04,5.17,8.97,50.5,79.968
246,2.81,54.5,32.16,3.39,9.74,50.5,80.105
247,2.82,53.9,29.36,1.84,10.75,50.5,80.139
248,2.83,54.8,26.8,0.03,12.16,50.5,80.208
249,2.85,53.7,23.68,0.04,13.45,50.5,80.105
250,2.86,52.9,20.0,0.73,13.96,50.5,80.277
251,2.87,53.2,16.32,0.86,15.07,50.5,79.899
252,2.89,54.1,14.24,0.53,16.71,50.5,80.17399999999999
253,2.9,54.3,13.92,0.04,16.83,50.5,80.071
254,2.91,55.0,14.08,1.4,16.64,50.5,80.105
255,2.93,55.8,13.68,2.05,15.69,50.5,80.105
256,2.94,54.3,13.2,3.87,15.34,50.5,80.139
257,2.96,54.6,14.0,5.07,16.93,50.5,80.139
258,2.97,55.3,15.84,4.66,16.12,50.5,80.002
259,2.98,55.4,19.84,4.64,16.28,50.5,79.968
260,3.0,54.9,22.56,4.06,16.46,50.5,80.139
261,3.01,52.4,23.12,3.7,16.07,50.5,80.139
262,3.03,52.0,22.48,1.97,14.92,50.5,80.139
263,3.04,53.3,22.32,1.12,13.63,50.5,80.17399999999999
264,3.05,53.6,21.76,0.01,10.63,50.5,80.139
265,3.06,53.0,19.52,0.0,10.86,50.5,80.105
266,3.08,51.2,16.88,0.39,10.96,50.5,79.933
267,3.09,51.1,14.48,0.87,9.58,50.5,80.208
268,3.1,51.1,13.2,0.73,9.93,50.5,80.139
269,3.11,50.7,12.88,0.0,10.91,50.5,80.105
270,3.12,50.7,13.52,0.0,11.44,50.5,80.071
271,3.13,50.7,12.96,0.66,11.72,50.5,80.105
272,3.15,50.6,11.68,1.01,11.38,50.5,80.036
273,3.16,50.3,11.28,1.06,10.56,50.5,80.036
274,3.17,50.2,11.92,1.64,11.14,50.5,80.139
275,3.18,50.1,12.96,1.61,10.75,50.5,80.243
276,3.19,50.0,13.84,0.73,10.66,50.5,79.899
277,3.21,50.4,14.64,0.22,10.44,50.5,80.071
278,3.22,50.6,14.16,0.04,10.53,50.5,80.139
279,3.23,51.0,12.08,0.0,9.17,50.5,80.036
280,3.24,51.9,10.08,0.0,9.12,50.5,80.139
281,3.25,53.4,9.76,0.0,9.25,50.5,80.036
282,3.26,53.5,10.24,0.0,9.39,50.5,80.208
283,3.27,53.6,10.72,0.89,9.91,50.5,79.968
284,3.29,53.0,11.2,1.84,10.92,50.5,80.071
285,3.3,52.2,11.92,2.64,11.37,50.5,80.071
286,3.31,50.7,13.44,3.35,11.38,50.5,80.036
287,3.32,49.6,15.52,3.42,12.76,50.5,80.071
288,3.33,47.6,17.6,3.69,12.71,50.5,80.105
289,3.35,47.1,19.36,3.83,12.94,50.5,80.071
290,3.36,47.8,20.72,3.42,12.9,50.5,80.071
291,3.37,46.9,21.28,3.1,14.22,50.5,80.105
292,3.39,47.1,21.6,2.9,14.29,50.5,80.036
293,3.4,49.5,21.6,1.15,16.81,50.5,80.002
294,3.41,50.8,21.28,0.57,17.19,50.5,80.036
295,3.43,54.8,19.6,0.0,16.98,50.5,80.071
296,3.44,57.2,15.68,0.51,16.16,50.5,80.071
297,3.46,58.9,13.12,0.37,15.59,50.5,80.071
298,3.47,59.5,12.24,0.14,14.67,50.5,80.002
299,3.48,59.9,12.4,0.1,14.59,50.5,80.17399999999999
300,3.5,60.4,12.16,0.12,13.37,50.5,80.071
301,3.51,61.3,12.16,0.45,12.39,50.5,79.968
302,3.52,61.6,12.08,0.08,12.24,50.5,80.105
303,3.53,65.0,12.16,0.69,12.03,50.5,80.071
304,3.55,64.1,12.48,0.79,12.1,50.5,80.139
305,3.56,65.4,12.32,0.0,11.83,50.5,80.071
306,3.57,67.1,12.64,0.0,10.17,50.5,80.036
307,3.58,67.9,12.64,0.33,10.83,50.5,80.105
308,3.59,67.6,12.24,0.33,9.99,50.5,80.036
309,3.61,68.3,11.68,1.2,9.11,50.5,80.036
310,3.62,69.2,11.12,0.89,8.47,50.5,80.036
311,3.63,67.8,11.12,1.53,7.08,50.5,80.036
312,3.64,68.2,12.16,1.77,7.06,50.5,80.105
313,3.65,67.5,13.28,2.1,6.88,50.5,80.002
314,3.66,64.9,14.72,2.73,6.89,50.5,79.968
315,3.67,64.9,15.84,3.33,6.95,50.5,80.002
316,3.68,64.3,16.08,5.19,7.27,50.5,80.036
317,3.69,63.5,16.32,5.36,7.14,50.5,80.071
318,3.7,61.2,18.08,5.79,7.96,50.5,80.105
319,3.71,59.5,22.0,6.85,9.1,50.5,80.036
320,3.72,58.9,24.64,5.74,9.67,50.5,79.968
321,3.73,60.4,26.8,5.77,9.71,50.5,80.17399999999999
322,3.74,59.6,28.48,4.92,11.07,50.5,80.071
323,3.76,63.6,28.48,4.51,11.36,50.5,80.036
324,3.77,65.2,27.92,4.78,9.79,50.5,80.002
325,3.78,66.4,26.72,4.44,10.06,50.5,80.17399999999999
326,3.79,67.6,26.08,4.42,10.81,50.5,80.105
327,3.8,68.7,25.6,4.69,10.93,50.5,80.139
328,3.82,70.1,24.0,4.54,9.23,50.5,79.933
329,3.83,70.5,24.0,4.97,9.47,50.5,80.071
330,3.84,69.5,24.72,6.88,9.14,50.5,80.002
331,3.85,68.2,24.96,7.43,8.92,58.6,80.071
332,3.86,65.8,26.0,6.85,8.6,58.6,80.002
333,3.87,62.5,28.48,7.33,9.46,58.6,79.968
334,3.88,61.4,30.08,8.01,9.27,58.6,80.002
335,3.89,57.8,30.48,7.21,9.15,58.6,79.933
336,3.91,54.4,31.52,5.53,10.44,58.6,80.036
337,3.92,54.0,32.16,4.84,10.65,58.6,80.002
338,3.93,51.8,30.88,3.81,11.41,58.6,79.899
339,3.94,51.6,29.44,2.7,12.9,58.6,80.002
340,3.95,52.7,27.68,1.74,13.27,58.6,80.17399999999999
341,3.97,54.2,24.88,1.68,14.85,58.6,80.036
342,3.98,54.0,22.24,1.62,15.22,58.6,79.968
343,3.99,54.1,19.76,0.01,15.42,58.6,79.968
344,4.01,54.5,17.6,0.49,15.48,58.6,79.968
345,4.02,53.7,15.68,0.89,15.62,58.6,79.86399999999999
346,4.03,53.2,13.84,0.83,16.89,58.6,79.968
347,4.05,52.9,13.76,0.53,17.13,58.6,80.036
348,4.06,53.2,14.08,0.98,17.26,58.6,79.968
349,4.08,53.8,13.6,0.17,18.64,58.6,79.899
350,4.09,55.5,13.04,1.56,19.21,58.6,79.796
351,4.11,55.6,12.0,0.51,19.02,58.6,80.002
352,4.12,55.3,10.96,0.27,19.65,58.6,80.071
353,4.14,53.5,12.16,0.0,19.23,58.6,79.933
354,4.15,53.5,12.32,0.0,19.79,58.6,79.86399999999999
355,4.17,53.1,12.08,0.0,19.64,58.6,80.002
356,4.18,52.4,12.0,0.0,19.78,58.6,79.796
357,4.2,51.5,11.92,0.0,21.06,58.6,79.968
358,4.21,51.2,11.68,0.0,21.83,58.6,79.86399999999999
359,4.23,50.5,11.52,0.0,21.34,58.6,80.036
360,4.25,50.1,11.36,0.0,21.0,58.6,80.036
361,4.26,50.1,11.28,0.0,20.18,58.6,80.071
362,4.28,49.8,11.36,0.0,20.04,58.6,79.899
363,4.29,50.0,11.44,0.0,18.9,58.6,79.86399999999999
364,4.31,49.7,11.52,0.0,18.94,58.6,79.968
365,4.32,48.5,11.36,0.0,18.47,58.6,79.933
366,4.34,48.5,10.88,0.0,17.9,58.6,79.796
367,4.35,47.1,10.48,0.0,17.93,58.6,79.968
368,4.37,47.2,10.4,0.0,16.56,58.6,80.036
369,4.38,48.4,10.88,0.0,16.92,58.6,79.83
370,4.39,50.1,11.36,0.0,16.63,58.6,79.899
371,4.41,52.3,11.76,0.0,17.16,58.6,79.899
372,4.42,52.3,11.84,0.0,16.61,58.6,79.899
373,4.44,53.7,11.52,0.0,15.47,58.6,79.796
374,4.45,52.8,10.56,0.0,16.82,58.6,79.933
375,4.47,52.8,9.52,0.0,17.05,58.6,79.899
376,4.48,53.2,9.52,0.0,17.4,58.6,79.86399999999999
377,4.49,53.8,10.32,0.0,17.25,58.6,79.933
378,4.51,55.4,10.96,0.0,19.23,58.6,80.036
379,4.52,56.7,11.36,0.0,20.29,58.6,79.968
380,4.54,55.7,11.6,0.0,20.36,58.6,79.933
381,4.55,59.4,11.76,0.0,20.83,58.6,79.968
382,4.57,61.1,11.68,0.0,19.96,58.6,79.899
383,4.59,60.6,11.76,0.0,19.17,58.6,79.899
384,4.6,62.9,11.68,0.0,19.47,58.6,79.933
385,4.62,64.2,11.68,0.0,17.85,58.6,79.899
386,4.63,65.5,11.84,0.0,16.67,58.6,79.899
387,4.64,65.1,11.84,0.0,16.92,58.6,80.036
388,4.66,66.0,11.92,0.0,17.41,58.6,79.86399999999999
389,4.67,66.2,11.6,0.0,17.72,58.6,79.933
390,4.69,67.6,11.2,0.0,17.92,58.6,79.968
391,4.7,69.4,10.96,0.0,18.13,58.6,79.933
392,4.72,69.7,11.12,0.54,17.59,58.6,79.899
393,4.73,70.4,11.52,1.79,17.3,58.6,79.899
394,4.75,70.6,12.08,1.6,16.65,58.6,79.933
395,4.76,70.1,13.44,1.93,16.94,58.6,79.899
396,4.77,70.8,14.8,2.45,16.74,58.6,80.071
397,4.79,69.9,14.48,3.42,16.68,58.6,79.76100000000001
398,4.8,69.0,14.32,4.18,16.73,58.6,80.036
399,4.82,69.4,16.16,3.55,17.74,58.6,79.968
400,4.83,68.9,19.04,3.63,17.29,58.6,79.968
401,4.84,71.6,20.96,5.3,16.26,58.6,79.933
402,4.86,72.6,21.44,5.73,15.74,58.6,79.933
403,4.87,73.0,22.16,6.62,15.85,58.6,79.899
404,4.89,75.5,24.32,7.53,14.76,58.6,79.83
405,4.9,75.9,26.32,8.84,15.63,58.6,79.968
406,4.91,75.5,28.24,8.12,15.24,58.6,79.933
407,4.93,76.2,30.64,8.44,14.89,58.6,79.933
408,4.94,77.5,33.28,9.84,14.32,58.6,79.933
409,4.95,77.7,33.52,8.85,15.4,58.6,79.86399999999999
410,4.97,75.3,34.4,8.28,16.0,58.6,79.933
411,4.98,74.7,36.32,7.7,16.8,58.6,80.002
412,5.0,75.6,36.4,6.48,18.85,58.6,79.933
413,5.01,74.9,36.0,5.92,19.1,58.6,79.968
414,5.03,72.5,34.88,5.2,19.31,58.6,79.899
415,5.04,69.9,32.96,5.85,20.17,58.6,79.968
416,5.06,65.8,30.96,5.03,21.42,58.6,79.933
417,5.07,62.4,28.16,5.27,20.98,58.6,80.002
418,5.09,60.2,27.44,6.45,21.85,58.6,79.968
419,5.1,59.5,26.8,6.72,24.04,58.6,80.002
420,5.12,58.6,27.2,6.89,24.53,58.6,80.036
421,5.14,58.7,28.4,7.45,24.86,58.6,80.071
422,5.15,57.3,29.52,7.04,26.03,58.6,80.036
423,5.17,54.6,30.48,8.06,27.32,58.6,79.933
424,5.19,53.7,31.28,7.74,27.51,58.6,79.968
425,5.21,53.7,32.16,7.09,26.9,58.6,80.036
426,5.23,55.8,32.32,6.3,27.46,58.6,79.968
427,5.25,54.3,32.32,5.77,27.95,58.6,80.002
428,5.26,56.3,32.0,4.81,28.17,58.6,80.036
429,5.28,56.5,30.8,4.11,27.46,58.6,80.071
430,5.3,55.3,29.6,4.04,26.91,58.6,80.002
431,5.32,55.1,27.84,4.78,27.05,58.6,79.933
432,5.34,54.1,25.52,6.12,25.79,58.6,80.071
433,5.35,54.6,24.88,7.92,24.12,58.6,80.139
434,5.37,55.9,25.84,10.3,22.51,58.6,79.968
435,5.39,52.8,27.36,12.78,22.09,58.6,79.933
436,5.4,53.8,30.16,13.58,21.63,58.6,80.002
437,5.42,53.2,35.68,14.0,20.92,58.6,80.071
438,5.44,51.0,40.96,14.23,19.89,58.6,79.968
439,5.45,50.2,44.64,15.89,19.74,58.6,79.899
440,5.47,48.2,46.72,15.75,18.84,58.6,79.968
441,5.48,45.7,48.4,16.57,16.87,58.6,79.968
442,5.5,46.7,49.84,17.48,14.75,58.6,79.933
443,5.51,51.5,51.28,17.03,12.21,58.6,80.071
444,5.52,50.6,53.04,16.34,9.86,58.6,79.968
445,5.53,45.4,54.24,16.22,8.62,58.6,79.933
446,5.54,41.3,54.24,14.06,5.04,58.6,79.933
447,5.55,43.5,53.2,10.73,2.73,58.6,80.002
448,5.56,43.6,52.32,7.53,0.0,58.6,80.036
449,5.57,41.6,50.08,7.2,0.0,58.6,79.933
450,5.58,38.8,45.84,6.98,0.0,58.6,79.968
451,5.59,39.4,40.24,8.05,0.0,37.6,80.036
452,5.59,40.3,36.64,10.69,0.0,37.6,79.968
453,5.6,40.7,33.92,12.98,0.0,37.6,80.071
454,5.61,40.7,34.48,14.1,0.0,37.6,79.899
455,5.62,41.2,38.32,14.95,0.0,37.6,80.002
456,5.62,41.6,42.72,13.75,0.0,37.6,79.933
