step,spool,diameter,speed,motorV,extfrq,target,temp
162,6.04,55.3,85.68,87.1,81.58,51.8,79.658
163,6.08,51.8,85.2,87.72,81.41,51.8,79.692
164,6.12,53.6,85.36,87.91,81.25,51.8,79.658
165,6.16,51.4,85.44,87.39,81.65,51.8,79.521
166,6.19,51.9,85.6,86.85,81.76,51.8,79.727
167,6.23,49.8,85.84,86.28,81.49,51.8,79.521
168,6.27,51.1,85.68,85.49,81.48,51.8,79.692
169,6.31,50.9,84.72,85.02,81.33,51.8,79.658
170,6.35,50.7,84.56,83.89,81.14,51.8,79.692
171,6.39,50.6,83.92,82.18,80.87,51.8,79.727
172,6.43,50.1,82.24,81.12,80.57,51.8,79.692
173,6.47,51.5,81.6,80.03,80.48,51.8,79.727
174,6.51,52.3,80.64,79.47,80.63,51.8,79.624
175,6.54,54.0,79.04,78.84,80.61,51.8,79.624
176,6.58,55.7,77.84,78.56,80.87,51.8,79.76100000000001
177,6.62,54.9,77.28,78.23,80.88,51.8,79.624
178,6.66,57.7,76.48,77.45,80.58,51.8,79.727
179,6.7,57.8,75.52,76.84,80.64,51.8,79.727
180,6.74,57.9,75.44,76.22,80.56,51.8,79.589
181,6.78,58.8,74.96,75.17,80.44,51.8,79.727
182,6.82,57.1,73.92,74.5,80.54,51.8,79.86399999999999
183,6.85,58.7,73.36,74.09,80.97,51.8,79.727
184,6.89,58.3,72.8,74.37,81.14,51.8,79.658
185,6.93,58.2,71.68,74.66,80.95,51.8,79.692
186,6.97,58.6,70.64,75.42,81.04,51.8,79.589
187,7.01,57.7,71.04,76.2,80.32,51.8,79.658
188,7.05,57.7,71.76,77.32,80.22,51.8,79.692
189,7.09,56.1,72.0,77.76,79.64,51.8,79.727
190,7.13,57.4,72.64,77.64,78.79,51.8,79.796
191,7.16,57.3,74.08,77.67,78.35,51.8,79.76100000000001
192,7.2,56.8,74.72,78.05,78.01,51.8,79.76100000000001
193,7.24,57.5,74.48,77.38,77.69,51.8,79.796
194,7.28,58.1,74.56,77.3,78.13,51.8,79.727
195,7.31,57.7,75.04,77.78,78.19,51.8,79.76100000000001
196,7.35,58.7,74.96,77.97,78.52,51.8,79.727
197,7.39,59.9,74.56,78.53,79.11,51.8,79.658
198,7.43,58.8,74.88,79.25,78.93,51.8,79.658
199,7.47,60.7,75.04,80.54,79.62,51.8,79.658
200,7.5,61.9,75.52,81.83,79.98,51.8,79.796
201,7.54,61.4,76.32,83.03,80.43,51.8,79.658
202,7.58,63.6,77.84,83.82,80.74,51.8,79.589
203,7.62,63.7,79.36,84.62,81.15,51.8,79.658
204,7.66,60.8,80.48,85.46,81.71,51.8,79.692
205,7.7,62.3,81.68,85.79,82.07,51.8,79.589
206,7.74,59.7,82.64,86.66,82.43,51.8,79.727
207,7.78,57.7,83.68,87.34,82.51,51.8,79.76100000000001
208,7.82,57.7,84.0,88.0,82.68,51.8,79.658
209,7.86,56.8,85.36,88.56,82.2,51.8,79.692
210,7.89,57.7,86.08,88.94,82.04,51.8,79.692
211,7.93,56.6,86.64,89.68,81.7,51.8,79.658
212,7.97,55.1,87.28,90.52,81.06,51.8,79.658
213,8.01,52.7,87.6,91.11,80.98,51.8,79.86399999999999
214,8.05,50.3,88.24,90.78,80.3,51.8,79.692
215,8.09,48.5,89.28,90.66,80.16,51.8,79.76100000000001
216,8.13,47.4,89.28,89.68,79.66,51.8,79.555
217,8.17,48.1,89.04,89.45,78.55,51.8,79.692
218,8.2,49.1,88.96,88.98,77.19,51.8,79.692
219,8.24,49.9,88.48,88.1,75.62,51.8,79.692
220,8.28,50.2,87.84,88.59,73.62,51.8,79.692
221,8.31,51.4,87.68,88.84,72.03,51.8,79.692
222,8.35,51.5,87.2,89.48,70.43,51.8,79.589
223,8.38,52.9,86.96,90.58,68.71,51.8,79.692
224,8.42,52.1,87.6,91.43,66.94,51.8,79.83
225,8.45,51.0,88.48,91.85,65.56,51.8,79.624
226,8.49,52.9,89.04,92.41,63.47,51.8,79.624
227,8.52,50.3,90.08,92.29,61.42,51.8,79.521
228,8.55,49.1,90.48,92.34,59.67,51.8,79.727
229,8.58,48.6,90.4,93.22,57.59,51.8,79.658
230,8.61,48.5,90.8,93.65,55.36,51.8,79.727
231,8.64,48.6,91.04,94.42,52.78,51.8,79.658
232,8.67,49.4,91.44,95.65,50.3,51.8,79.692
233,8.69,49.8,92.16,96.81,47.73,51.8,79.692
234,8.72,49.8,92.56,97.8,45.43,51.8,79.692
235,8.74,49.9,93.36,98.56,43.53,51.8,79.76100000000001
236,8.77,50.2,94.4,99.12,41.78,51.8,79.796
237,8.79,49.8,94.72,100.0,40.31,51.8,79.692
238,8.82,50.0,95.44,100.0,38.46,51.8,79.76100000000001
239,8.84,50.4,97.04,100.0,36.73,51.8,79.76100000000001
240,8.86,49.9,98.4,100.0,35.37,51.8,79.658
241,8.88,50.8,98.64,100.0,33.72,51.8,79.76100000000001
242,8.9,50.6,98.64,100.0,31.67,51.8,79.658
243,8.92,50.7,98.48,100.0,30.21,51.8,79.624
244,8.94,51.0,98.56,100.0,28.85,51.8,79.624
245,8.96,50.9,98.56,100.0,27.19,51.8,79.624
246,8.98,50.9,98.4,100.0,24.76,51.8,79.624
247,9.0,50.6,98.56,100.0,21.68,51.8,79.727
248,9.01,49.1,98.56,100.0,18.23,51.8,79.692
249,9.03,47.2,98.56,97.37,14.88,51.8,79.692
250,9.04,46.0,98.56,92.96,11.06,51.8,79.727
251,9.05,45.1,96.96,86.81,7.3,51.8,79.727
252,9.06,43.5,93.76,77.36,2.53,51.8,79.624
253,9.07,43.2,90.48,66.23,0.0,51.8,79.727
254,9.08,42.1,84.96,56.62,0.0,51.8,79.796
255,9.09,42.9,77.76,49.52,0.0,51.8,79.83
256,9.09,43.0,70.32,44.61,0.0,51.8,79.727
257,9.1,44.4,63.28,42.05,0.0,51.8,79.727
258,9.11,44.6,56.48,40.22,0.0,51.8,79.658
259,9.12,42.7,51.84,39.07,0.0,51.8,79.83
260,9.12,44.9,48.48,37.94,0.0,51.8,79.86399999999999
261,9.13,44.8,46.0,37.98,0.0,51.8,79.727
262,9.14,43.5,44.24,37.97,0.0,51.8,79.658
263,9.15,46.1,41.84,38.18,0.0,51.8,79.727
264,9.16,47.0,40.64,38.75,0.0,51.8,79.624
265,9.16,48.0,40.64,41.49,0.0,30.4,79.692
266,9.17,49.1,40.64,45.66,0.0,30.4,79.76100000000001
267,9.18,49.7,41.44,55.3,9.07,30.4,79.727
268,9.19,50.2,43.2,78.09,25.52,30.4,79.692
269,9.21,50.0,46.32,89.89,34.92,30.4,79.727
270,9.23,53.5,54.64,94.7,38.6,30.4,79.727
271,9.25,50.7,72.48,97.04,40.01,30.4,79.727
272,9.27,50.7,86.48,98.9,41.08,30.4,79.727
273,9.3,49.9,92.08,100.0,41.55,30.4,79.76100000000001
274,9.32,47.1,94.4,100.0,42.07,30.4,79.76100000000001
275,9.34,43.7,96.8,100.0,41.92,30.4,79.76100000000001
276,9.37,38.4,98.24,100.0,42.0,30.4,79.83
277,9.39,34.4,98.56,100.0,41.47,30.4,79.83
278,9.42,32.6,98.56,100.0,41.46,30.4,79.796
279,9.44,31.9,98.4,100.0,41.15,30.4,79.76100000000001
280,9.46,30.3,98.64,100.0,41.53,30.4,79.83
281,9.49,29.3,98.56,100.0,41.22,30.4,79.796
282,9.51,29.3,98.64,100.0,40.98,30.4,79.76100000000001
283,9.53,29.1,98.72,100.0,41.07,30.4,79.86399999999999
284,9.56,30.4,98.4,100.0,40.85,30.4,79.76100000000001
285,9.58,29.9,98.64,100.0,41.64,30.4,79.83
286,9.6,28.9,98.56,100.0,42.99,30.4,79.658
287,9.63,28.9,98.48,100.0,42.98,30.4,79.796
288,9.65,29.3,98.72,100.0,42.61,30.4,79.86399999999999
289,9.68,28.8,98.56,100.0,42.33,30.4,79.86399999999999
290,9.7,28.2,98.48,100.0,42.08,30.4,79.692
291,9.72,27.2,98.64,100.0,42.49,30.4,79.83
292,9.75,27.8,98.56,100.0,43.11,30.4,79.899
293,9.77,28.5,98.64,100.0,43.83,30.4,79.899
294,9.8,29.1,98.64,100.0,44.47,30.4,79.796
295,9.82,29.0,98.48,100.0,45.05,30.4,79.86399999999999
296,9.85,28.4,98.72,100.0,45.87,30.4,79.83
297,9.87,29.4,98.64,100.0,46.4,30.4,79.76100000000001
298,9.9,29.4,98.48,100.0,47.27,30.4,79.658
299,9.92,29.2,98.64,100.0,47.71,30.4,79.76100000000001
300,9.95,29.9,98.64,100.0,48.18,30.4,79.727
301,9.98,31.1,98.56,100.0,47.97,30.4,79.86399999999999
302,10.0,34.6,98.72,100.0,46.66,30.4,79.86399999999999
303,10.03,33.7,98.64,100.0,44.49,30.4,79.83
304,10.05,34.3,98.64,100.0,43.36,30.4,79.76100000000001
305,10.08,35.7,98.64,100.0,41.96,30.4,79.727
306,10.1,36.9,98.56,100.0,41.53,30.4,79.796
307,10.12,37.0,98.72,100.0,40.15,30.4,79.727
308,10.15,40.0,98.72,100.0,38.91,30.4,79.83
309,10.17,40.7,98.48,100.0,37.62,30.4,79.796
310,10.19,39.3,98.72,100.0,36.24,30.4,79.727
311,10.21,37.8,98.64,100.0,35.62,30.4,79.796
312,10.24,38.8,98.64,100.0,35.87,30.4,79.796
313,10.26,37.9,98.72,100.0,37.53,30.4,79.796
314,10.28,39.7,98.4,100.0,39.51,30.4,79.83
315,10.3,37.1,98.56,100.0,41.18,30.4,79.86399999999999
316,10.33,35.4,98.72,100.0,42.78,30.4,79.727
317,10.35,32.3,98.48,100.0,43.45,30.4,79.727
318,10.37,31.1,98.8,100.0,43.56,30.4,79.521
319,10.4,34.8,98.72,100.0,42.8,30.4,79.76100000000001
320,10.42,36.0,98.56,100.0,42.66,30.4,79.796
321,10.45,36.1,98.72,100.0,42.65,30.4,79.86399999999999
322,10.47,36.2,98.56,100.0,42.59,30.4,79.86399999999999
323,10.5,37.0,98.72,100.0,42.33,30.4,79.658
324,10.52,35.4,98.72,100.0,41.81,30.4,79.692
325,10.54,37.1,98.4,100.0,41.19,30.4,79.727
326,10.57,36.3,98.72,100.0,40.7,30.4,79.83
327,10.59,35.6,98.64,100.0,40.46,30.4,79.796
328,10.61,36.2,98.56,100.0,40.23,30.4,79.899
329,10.64,37.2,98.8,100.0,40.12,30.4,79.796
330,10.66,35.6,98.72,100.0,39.89,30.4,79.933
331,10.68,35.0,98.64,100.0,39.74,30.4,79.76100000000001
332,10.71,35.3,98.72,100.0,39.51,30.4,79.933
333,10.73,36.6,98.64,100.0,39.38,30.4,79.692
334,10.75,36.2,98.8,100.0,38.8,30.4,79.86399999999999
335,10.77,36.3,98.72,100.0,38.44,30.4,79.76100000000001
336,10.8,36.2,98.64,100.0,38.78,30.4,79.796
337,10.82,35.3,98.88,100.0,38.94,30.4,79.899
338,10.84,34.9,98.8,100.0,39.37,30.4,79.76100000000001
339,10.86,35.1,98.8,100.0,39.94,30.4,79.899
340,10.89,35.8,98.72,100.0,40.72,30.4,79.796
341,10.91,35.8,98.64,100.0,42.29,30.4,79.76100000000001
342,10.93,36.1,98.64,100.0,43.56,30.4,79.83
343,10.96,36.7,98.8,100.0,44.88,30.4,79.76100000000001
344,10.98,35.4,98.64,100.0,46.83,30.4,79.83
345,11.01,36.1,98.64,100.0,48.8,30.4,79.76100000000001
346,11.04,35.0,98.72,100.0,51.19,30.4,79.83
347,11.06,36.1,98.56,100.0,53.55,30.4,79.83
348,11.09,34.7,98.72,100.0,56.37,30.4,79.76100000000001
349,11.12,37.8,98.72,99.87,58.93,30.4,79.796
350,11.15,36.3,98.64,99.57,62.1,30.4,79.727
351,11.18,37.0,98.48,99.25,64.95,30.4,79.796
352,11.22,38.7,97.44,98.99,67.76,30.4,79.796
353,11.25,39.1,96.4,99.15,69.59,30.4,79.86399999999999
354,11.28,37.3,96.0,99.16,71.7,30.4,79.727
355,11.32,39.5,95.52,99.71,73.43,30.4,79.83
356,11.36,39.0,95.68,99.94,74.12,30.4,79.86399999999999
357,11.39,38.9,96.56,100.0,74.42,30.4,79.83
358,11.43,37.1,97.68,100.0,74.23,30.4,79.899
359,11.46,40.5,98.64,100.0,74.05,30.4,79.899
360,11.5,36.2,98.72,100.0,74.12,30.4,79.899
361,11.54,35.9,98.56,100.0,73.86,30.4,79.899
362,11.57,34.4,98.72,100.0,73.32,30.4,79.727
363,11.61,35.3,98.56,100.0,72.6,30.4,79.83
364,11.64,35.1,98.64,100.0,72.31,30.4,79.76100000000001
365,11.68,35.6,98.72,100.0,72.64,30.4,79.86399999999999
366,11.72,37.7,98.48,100.0,73.49,30.4,79.83
367,11.75,40.5,98.72,100.0,74.58,30.4,79.796
368,11.79,40.5,98.64,100.0,76.01,30.4,79.86399999999999
369,11.82,41.7,98.72,100.0,78.03,30.4,79.796
370,11.86,36.9,98.8,100.0,79.61,30.4,79.933
371,11.9,38.2,98.56,100.0,80.52,30.4,79.968
372,11.94,40.7,98.72,100.0,79.27,30.4,79.83
373,11.98,40.4,98.72,100.0,78.28,30.4,79.899
374,12.02,40.7,98.64,100.0,78.1,30.4,79.83
375,12.05,40.5,98.8,100.0,77.72,30.4,79.86399999999999
376,12.09,44.6,98.8,100.0,79.01,30.4,79.76100000000001
377,12.13,46.1,98.72,100.0,81.04,30.4,79.899
378,12.17,46.5,98.8,100.0,82.19,30.4,79.899
379,12.21,46.9,98.8,100.0,84.53,30.4,79.86399999999999
380,12.25,46.0,98.8,100.0,87.92,30.4,79.968
381,12.29,46.5,98.88,100.0,90.66,30.4,79.899
382,12.33,46.9,98.8,100.0,90.6,30.4,79.933
383,12.37,45.2,98.88,100.0,90.37,30.4,79.899
384,12.42,44.3,98.88,100.0,90.09,30.4,79.899
385,12.46,45.2,98.8,100.0,89.92,51.4,79.76100000000001
386,12.5,45.0,98.96,100.0,89.3,51.4,79.86399999999999
387,12.54,44.0,98.88,100.0,88.72,51.4,79.899
388,12.58,43.9,98.72,100.0,87.96,51.4,79.968
389,12.63,55.3,98.96,100.0,87.08,51.4,79.968
390,12.67,44.0,98.88,97.79,85.89,51.4,80.105
391,12.71,44.5,98.64,94.04,84.44,51.4,79.86399999999999
392,12.75,43.5,97.44,90.37,84.2,51.4,79.796
393,12.79,43.8,94.48,86.97,84.26,51.4,79.968
394,12.83,44.2,91.84,85.26,84.0,51.4,80.036
395,12.87,45.3,89.36,84.08,83.95,51.4,80.002
396,12.91,45.5,86.48,83.06,84.11,51.4,79.968
397,12.95,45.6,84.4,82.7,83.89,51.4,79.899
398,12.99,47.0,82.8,82.63,83.96,51.4,79.86399999999999
399,13.03,46.9,82.24,82.44,84.3,51.4,80.002
400,13.07,46.1,81.36,83.21,84.55,51.4,80.002
401,13.11,46.8,81.68,82.63,84.11,51.4,79.968
402,13.15,45.6,81.44,81.5,84.11,51.4,80.036
403,13.19,44.1,81.04,80.0,83.75,51.4,79.83
404,13.23,45.1,80.96,78.45,83.83,51.4,79.933
405,13.27,46.0,80.16,77.56,83.83,51.4,79.933
406,13.31,46.6,78.4,77.39,84.0,51.4,79.968
407,13.35,47.4,77.12,77.5,84.25,51.4,79.933
408,13.39,47.4,76.4,77.81,84.81,51.4,79.968
409,13.43,46.8,75.84,77.93,85.4,51.4,79.86399999999999
410,13.47,47.1,75.2,78.57,86.25,51.4,79.86399999999999
411,13.51,47.6,75.76,79.2,87.18,51.4,79.899
412,13.55,50.3,76.0,79.29,87.74,51.4,79.933
413,13.59,50.8,76.24,80.19,87.77,51.4,80.002
414,13.63,51.5,76.96,79.79,87.58,51.4,79.86399999999999
415,13.68,53.6,77.76,79.45,87.28,51.4,79.899
416,13.72,52.5,78.08,77.99,86.28,51.4,79.968
417,13.76,54.5,77.68,77.51,85.53,51.4,79.76100000000001
418,13.8,54.6,77.52,75.84,85.17,51.4,79.83
419,13.84,56.0,76.48,75.12,84.97,51.4,79.899
420,13.88,56.9,75.2,74.82,84.6,51.4,79.933
421,13.92,57.2,74.16,75.35,84.95,51.4,80.036
422,13.96,58.3,73.44,75.95,84.66,51.4,79.899
423,14.0,55.9,72.96,76.04,84.98,51.4,79.899
424,14.04,57.2,72.64,76.08,85.08,51.4,79.899
425,14.08,56.9,73.36,75.58,85.0,51.4,79.86399999999999
426,14.12,55.2,73.84,75.3,84.84,51.4,79.83
427,14.16,56.8,73.92,74.99,84.91,51.4,79.83
428,14.2,57.9,73.28,75.36,84.65,51.4,79.899
429,14.24,56.2,73.12,75.87,84.58,51.4,79.899
430,14.28,56.4,73.04,76.04,83.84,51.4,79.86399999999999
431,14.32,55.8,72.96,76.51,83.2,51.4,79.76100000000001
432,14.36,55.5,73.36,78.06,82.87,51.4,79.86399999999999
433,14.4,55.6,74.0,79.31,82.88,51.4,79.83
434,14.44,55.9,74.56,81.13,83.15,51.4,79.968
435,14.48,55.5,75.44,82.25,83.51,51.4,79.86399999999999
436,14.52,56.4,77.04,83.01,83.65,51.4,79.86399999999999
437,14.56,56.4,78.96,84.68,84.23,51.4,79.796
438,14.6,56.7,80.24,86.39,85.2,51.4,79.796
439,14.64,55.9,81.36,87.82,85.83,51.4,79.899
440,14.68,56.5,83.68,87.75,86.06,51.4,79.83
441,14.72,56.8,85.28,87.85,86.07,51.4,79.86399999999999
442,14.76,55.6,86.08,88.39,86.01,51.4,79.83
443,14.8,55.7,86.64,88.99,86.05,51.4,79.933
444,14.84,54.2,86.88,89.96,86.34,51.4,79.933
445,14.89,53.3,87.04,90.5,86.94,51.4,79.86399999999999
446,14.93,53.0,88.16,90.83,86.94,51.4,79.899
447,14.97,55.6,88.88,90.97,86.83,51.4,79.899
448,15.01,54.4,88.96,90.84,86.37,51.4,79.899
449,15.05,53.3,89.52,90.61,86.24,51.4,79.933
450,15.09,52.8,89.76,90.19,86.13,51.4,79.796
451,15.13,50.5,89.44,89.24,85.26,51.4,79.899
