step,spool,diameter,speed,motorV,extfrq,target,temp
51,0.57,61.8,11.36,0.0,24.8,54.4,80.036
52,0.59,63.0,11.44,0.0,28.01,54.4,80.071
53,0.61,64.5,11.44,0.0,29.1,54.4,79.968
54,0.63,65.0,11.52,2.76,27.45,54.4,80.139
55,0.65,65.6,11.52,1.89,25.54,54.4,80.105
56,0.66,65.4,12.8,0.0,24.22,54.4,80.036
57,0.68,65.8,15.68,0.0,21.9,54.4,80.036
58,0.7,65.9,15.68,0.0,19.29,54.4,80.139
59,0.71,65.7,13.92,0.0,14.79,54.4,80.036
60,0.72,65.3,12.64,3.06,14.85,54.4,80.071
61,0.74,64.7,11.84,7.8,14.73,54.4,80.036
62,0.75,63.8,13.04,6.83,10.47,54.4,79.933
63,0.76,63.3,19.12,4.72,9.85,54.4,80.071
64,0.77,61.5,26.24,5.91,11.81,54.4,79.968
65,0.79,60.1,27.36,4.77,10.35,54.4,80.036
66,0.8,60.3,25.6,6.05,12.73,54.4,80.002
67,0.81,62.7,26.0,0.0,12.4,54.4,79.968
68,0.82,65.7,26.08,0.0,10.49,54.4,79.968
69,0.84,69.7,25.12,0.0,8.27,54.4,80.036
70,0.85,75.0,19.36,0.0,12.42,54.4,80.002
71,0.86,77.2,15.76,2.25,8.66,54.4,79.86399999999999
72,0.87,77.8,13.92,1.94,8.98,54.4,79.899
73,0.88,78.0,13.6,0.15,14.49,54.4,79.899
74,0.89,81.0,15.28,0.39,16.55,54.4,79.968
75,0.91,78.8,15.12,2.39,20.47,54.4,80.105
76,0.92,78.2,13.68,4.22,17.92,54.4,79.899
77,0.94,78.1,14.0,4.02,19.42,54.4,79.933
78,0.95,75.3,16.88,4.78,18.89,54.4,79.968
79,0.97,72.5,19.2,7.65,21.28,54.4,80.002
80,0.98,72.4,19.92,9.02,22.21,54.4,80.002
81,1.0,71.9,23.44,3.3,25.53,54.4,79.968
82,1.02,72.7,28.64,2.77,27.05,54.4,79.933
83,1.04,73.3,30.56,6.95,24.66,54.4,80.002
84,1.05,72.4,26.48,2.92,25.49,54.4,80.036
85,1.07,70.7,25.2,6.89,27.33,54.4,79.76100000000001
86,1.09,68.4,26.56,7.62,30.23,54.4,79.968
87,1.11,66.5,24.88,7.9,29.53,54.4,80.002
88,1.13,65.9,28.08,7.01,32.82,54.4,79.968
89,1.15,66.2,30.08,8.2,33.6,54.4,79.86399999999999
90,1.17,66.5,30.08,8.86,32.95,54.4,79.899
91,1.19,68.4,30.56,12.58,30.15,54.4,80.002
92,1.21,71.1,32.24,15.37,25.98,54.4,80.002
93,1.23,71.8,34.96,15.25,28.15,54.4,79.86399999999999
94,1.24,69.5,40.4,14.7,24.32,54.4,80.002
95,1.26,66.4,45.2,12.56,25.87,54.4,79.899
96,1.28,64.1,47.52,14.29,23.63,54.4,80.002
97,1.3,62.4,47.2,12.46,21.75,54.4,80.036
98,1.31,60.7,46.48,14.04,23.23,54.4,79.86399999999999
99,1.33,59.4,47.04,14.83,23.23,54.4,79.86399999999999
100,1.34,56.2,46.64,9.67,18.4,54.4,79.796
101,1.36,54.1,47.44,8.1,17.44,54.4,80.036
102,1.37,53.0,46.64,9.02,17.28,54.4,80.002
103,1.39,53.0,41.76,8.17,15.89,54.4,79.899
104,1.4,52.0,38.8,9.03,16.55,54.4,80.071
105,1.42,51.0,37.52,8.55,17.35,54.4,79.933
106,1.43,49.5,36.64,6.97,18.62,54.4,79.968
107,1.45,46.6,36.48,5.49,15.19,54.4,79.899
108,1.46,45.8,35.36,5.17,13.24,54.4,79.83
109,1.47,46.4,32.8,3.77,9.8,54.4,79.86399999999999
110,1.48,46.0,29.04,5.14,10.13,54.4,79.86399999999999
111,1.49,47.1,26.72,7.36,10.95,54.4,79.933
112,1.51,47.6,25.28,5.84,6.58,54.4,79.899
113,1.52,48.0,26.64,0.88,7.84,54.4,79.83
114,1.53,47.3,28.56,0.0,7.5,54.4,79.658
115,1.54,48.3,26.8,0.0,7.52,54.4,79.86399999999999
116,1.55,48.1,21.2,0.0,5.35,54.4,79.899
117,1.56,48.1,16.16,0.0,0.0,54.4,79.899
118,1.57,47.9,13.36,1.07,3.89,54.4,79.86399999999999
119,1.58,47.9,12.16,1.96,3.35,54.4,79.796
120,1.58,49.3,12.08,5.35,0.0,54.4,79.83
121,1.59,49.2,13.28,0.0,0.0,54.4,79.86399999999999
122,1.6,48.6,15.84,0.0,0.0,54.4,79.76100000000001
123,1.61,48.8,17.68,0.0,2.19,54.4,79.83
124,1.62,49.4,13.44,2.43,0.24,54.4,79.76100000000001
125,1.62,49.6,11.92,5.4,0.0,54.4,79.76100000000001
126,1.63,50.2,12.56,11.68,0.0,54.4,79.83
127,1.64,50.4,16.64,14.97,0.0,54.4,79.83
128,1.65,50.4,24.4,18.81,0.75,54.4,79.76100000000001
129,1.65,51.3,34.88,19.42,0.36,54.4,79.86399999999999
130,1.66,51.3,44.16,23.68,0.02,54.4,79.83
131,1.67,51.4,50.8,23.58,0.22,54.4,79.692
132,1.68,53.1,55.28,21.85,0.0,54.4,79.899
133,1.69,56.5,59.52,18.15,0.0,54.4,79.727
134,1.69,57.1,61.92,9.31,0.05,54.4,79.83
135,1.7,60.9,61.12,5.87,0.0,54.4,79.796
136,1.71,58.9,56.8,1.47,1.31,54.4,79.796
137,1.72,51.8,48.0,2.29,0.0,54.4,79.796
138,1.72,47.5,38.72,2.02,0.0,54.4,79.899
139,1.73,43.8,30.4,0.0,0.0,54.4,79.86399999999999
140,1.74,42.1,24.96,0.0,0.0,37.3,79.796
141,1.75,40.3,20.56,0.0,0.0,37.3,79.796
142,1.76,40.0,16.48,0.0,0.0,37.3,79.83
143,1.76,41.0,13.84,0.0,0.0,37.3,79.727
144,1.77,41.5,12.16,0.0,0.0,37.3,79.933
145,1.78,43.3,11.28,0.0,0.0,37.3,79.83
146,1.79,42.3,11.2,0.0,0.0,37.3,79.76100000000001
147,1.79,42.3,11.36,0.0,0.0,37.3,79.899
148,1.8,42.7,11.52,3.04,0.0,37.3,79.727
149,1.81,42.9,11.52,6.49,0.0,37.3,79.727
150,1.82,43.1,12.8,11.98,0.0,37.3,79.796
151,1.82,43.2,17.52,11.25,0.0,37.3,79.727
152,1.83,43.9,25.12,14.12,0.95,37.3,79.727
153,1.84,44.1,34.08,12.43,9.96,37.3,79.727
154,1.85,43.4,39.12,13.74,17.45,37.3,79.796
155,1.87,47.2,43.36,11.01,18.71,37.3,79.76100000000001
156,1.88,51.3,44.32,13.75,18.6,37.3,79.796
157,1.9,56.9,44.64,10.62,23.77,37.3,79.83
158,1.91,60.7,43.84,12.34,25.32,37.3,79.86399999999999
159,1.93,63.6,44.0,15.77,23.03,37.3,79.899
160,1.95,66.9,43.44,15.83,21.13,37.3,79.899
161,1.96,67.6,44.96,17.88,20.8,37.3,79.968
162,1.98,65.0,48.16,18.51,20.14,37.3,79.796
163,1.99,57.0,50.48,19.38,20.66,37.3,79.83
164,2.01,49.7,52.96,18.19,15.56,37.3,80.002
165,2.02,43.3,54.72,15.41,15.13,37.3,79.933
166,2.04,38.8,56.08,16.24,17.14,37.3,79.968
167,2.05,36.1,55.2,12.6,10.99,37.3,79.86399999999999
168,2.06,35.9,53.44,11.38,2.6,37.3,79.83
169,2.07,35.1,51.92,10.61,3.25,37.3,80.036
170,2.08,35.1,48.4,8.68,1.11,37.3,80.036
171,2.09,35.6,45.6,5.3,0.0,37.3,79.899
172,2.1,35.2,43.04,2.99,0.0,37.3,79.899
173,2.1,35.6,39.6,0.0,0.0,37.3,80.036
174,2.11,36.9,33.84,0.0,0.0,37.3,79.933
175,2.12,37.0,27.44,0.79,0.0,37.3,80.036
176,2.13,37.9,19.6,3.39,0.0,37.3,79.968
177,2.13,37.4,15.04,5.03,0.0,37.3,79.968
178,2.14,37.2,14.8,0.97,0.0,37.3,79.933
179,2.15,38.2,18.16,0.0,0.0,37.3,80.036
180,2.16,37.4,20.0,0.0,0.0,37.3,80.002
181,2.17,38.0,16.72,0.0,1.08,37.3,79.968
182,2.17,38.8,13.92,0.0,0.0,37.3,80.002
183,2.18,39.2,12.48,0.0,0.0,37.3,80.071
184,2.19,38.4,11.76,0.51,0.0,37.3,80.071
185,2.2,39.4,11.52,4.4,0.0,37.3,80.002
186,2.2,40.0,11.68,7.38,0.0,37.3,80.002
187,2.21,39.7,13.92,9.54,0.0,37.3,80.071
188,2.22,36.9,20.16,12.65,0.0,37.3,80.105
189,2.23,36.5,26.96,12.91,0.0,37.3,80.071
190,2.24,36.2,33.44,11.14,0.0,37.3,80.139
191,2.24,34.2,38.56,12.57,0.0,37.3,80.071
192,2.25,30.3,41.12,9.58,2.18,37.3,80.17399999999999
193,2.26,34.0,42.4,7.53,2.8,37.3,80.105
194,2.27,38.1,42.72,7.94,3.28,37.3,80.105
195,2.28,45.6,40.08,5.59,2.49,37.3,80.105
196,2.29,53.3,37.04,6.06,0.0,37.3,79.968
197,2.29,58.1,34.96,7.43,3.74,37.3,80.036
198,2.3,63.8,30.88,10.78,4.84,37.3,80.002
199,2.31,66.8,29.68,10.81,1.26,37.3,79.933
200,2.32,65.3,31.84,11.07,0.0,37.3,79.968
201,2.33,59.7,35.68,15.13,0.0,37.3,80.002
202,2.34,54.6,38.08,19.58,0.0,37.3,80.002
203,2.34,50.4,41.04,16.29,0.0,37.3,79.933
204,2.35,48.4,46.8,9.21,0.0,37.3,80.002
205,2.36,48.0,51.36,9.99,0.0,37.3,80.002
206,2.37,47.7,49.84,11.96,0.0,37.3,79.796
207,2.37,48.9,44.96,10.34,0.0,37.3,79.968
208,2.38,49.1,42.96,13.73,0.85,37.3,79.83
209,2.39,48.7,42.72,10.41,9.52,37.3,79.933
210,2.4,46.1,41.92,9.59,8.92,37.3,79.968
211,2.41,43.8,42.24,10.28,11.59,37.3,79.968
212,2.42,40.5,40.08,8.21,13.69,37.3,79.968
213,2.44,38.3,39.04,14.85,16.41,37.3,79.933
214,2.45,36.8,38.64,14.19,15.35,37.3,79.796
215,2.46,33.3,39.2,14.78,9.81,37.3,79.933
216,2.48,30.5,44.16,10.28,15.79,37.3,79.86399999999999
217,2.49,29.5,46.24,9.31,13.26,37.3,79.933
218,2.5,32.4,45.84,5.15,11.86,37.3,79.83
219,2.52,29.3,43.04,6.05,9.04,37.3,80.036
220,2.53,29.3,39.04,7.57,4.58,37.3,79.796
221,2.54,29.4,34.4,6.18,7.87,37.3,79.899
222,2.55,29.5,32.24,3.0,9.05,37.3,80.036
223,2.56,29.5,31.52,3.28,8.39,37.3,79.899
224,2.57,29.1,29.12,4.76,7.44,37.3,79.83
225,2.58,27.8,23.84,9.58,10.26,37.3,79.83
226,2.59,27.7,21.92,6.35,12.81,37.3,79.86399999999999
227,2.6,26.9,25.04,2.43,16.71,37.3,79.899
228,2.62,27.9,29.76,0.0,17.01,37.3,79.899
229,2.63,28.8,28.16,0.93,12.6,37.3,79.86399999999999
230,2.64,27.4,23.12,4.25,8.18,37.3,79.86399999999999
231,2.66,28.3,18.56,0.0,0.55,37.3,79.83
232,2.66,28.1,17.76,0.0,0.31,37.3,80.002
233,2.67,27.9,18.56,0.05,0.0,37.3,79.933
234,2.68,27.7,15.04,2.53,0.0,37.3,80.002
235,2.69,27.9,13.28,0.0,0.0,37.3,79.899
236,2.69,27.7,13.28,0.0,0.0,37.3,79.86399999999999
237,2.7,28.3,14.32,0.48,0.0,37.3,80.036
238,2.71,28.2,11.92,0.0,0.0,37.3,80.002
239,2.72,28.0,10.56,1.72,0.0,37.3,80.036
240,2.72,28.5,10.4,3.69,0.0,37.3,79.933
241,2.73,29.6,11.36,3.24,0.0,37.3,79.968
242,2.74,29.5,14.8,3.24,1.38,37.3,80.002
243,2.75,31.9,18.16,4.82,4.79,37.3,80.071
244,2.76,33.7,19.44,7.79,6.21,37.3,80.071
245,2.77,34.2,20.72,4.26,7.27,37.3,80.071
246,2.78,35.2,24.16,4.54,10.76,37.3,79.968
247,2.79,35.8,27.52,7.44,14.13,37.3,79.968
248,2.8,36.6,26.08,8.83,18.56,37.3,80.002
249,2.82,38.8,25.76,14.22,15.77,37.3,79.933
250,2.83,39.7,29.12,14.6,14.1,37.3,80.105
251,2.85,41.2,33.84,16.77,10.59,37.3,80.002
252,2.86,43.7,40.32,18.53,7.78,37.3,80.036
253,2.87,49.1,45.6,16.15,11.1,37.3,80.036
254,2.88,56.5,49.92,11.63,8.61,37.3,80.105
255,2.89,60.0,52.8,13.13,4.46,37.3,80.17399999999999
256,2.9,60.8,51.52,15.31,7.05,37.3,79.933
257,2.91,57.9,47.84,16.12,6.52,37.3,79.933
258,2.92,52.0,47.2,11.9,9.13,37.3,80.071
259,2.93,47.1,49.28,13.11,9.64,37.3,80.071
260,2.94,45.1,49.76,11.9,9.43,33.3,79.968
261,2.95,43.6,47.2,10.73,14.03,33.3,80.139
262,2.97,42.6,46.0,12.13,10.57,33.3,80.071
263,2.98,40.0,43.68,18.31,9.48,33.3,80.036
264,2.99,40.7,42.64,11.28,12.25,33.3,80.071
265,3.0,40.9,45.2,8.02,8.08,33.3,80.036
266,3.01,40.9,48.72,6.78,6.17,33.3,80.139
267,3.02,42.0,44.96,7.01,1.09,33.3,80.036
268,3.03,39.6,40.08,6.27,0.69,33.3,80.139
269,3.04,40.9,35.52,8.86,0.0,33.3,80.071
270,3.05,38.1,32.96,10.92,0.0,33.3,80.071
271,3.06,37.5,32.08,9.98,1.65,33.3,79.968
272,3.06,35.8,34.16,16.59,0.0,33.3,80.105
273,3.07,34.9,36.64,18.62,0.0,33.3,79.899
274,3.08,35.8,39.36,22.7,0.0,33.3,80.311
275,3.09,35.9,46.24,21.61,1.96,33.3,80.071
276,3.1,35.1,52.08,17.15,0.0,33.3,80.17399999999999
277,3.1,33.4,57.52,19.11,0.0,33.3,80.036
278,3.11,32.9,58.72,19.18,0.0,33.3,80.139
279,3.12,33.3,57.2,21.96,0.0,33.3,80.105
280,3.13,35.5,57.6,23.67,0.0,33.3,80.071
281,3.13,36.5,57.92,17.99,0.0,33.3,80.105
282,3.14,35.6,60.32,18.5,0.0,33.3,80.17399999999999
283,3.15,33.3,61.04,12.91,0.0,33.3,80.139
284,3.16,31.2,58.56,8.8,0.0,33.3,80.105
285,3.16,27.6,56.08,5.39,0.0,33.3,80.105
286,3.17,28.4,50.24,7.85,0.0,33.3,80.139
287,3.18,29.6,43.44,8.4,0.0,33.3,80.036
288,3.19,29.2,37.2,4.96,0.0,33.3,80.139
289,3.2,30.9,35.36,5.36,0.0,33.3,80.243
290,3.2,29.0,33.52,5.56,0.0,33.3,80.17399999999999
291,3.21,31.2,30.16,2.2,0.0,33.3,80.105
292,3.22,29.4,28.0,0.36,0.0,33.3,80.243
293,3.23,30.2,25.36,0.0,0.0,33.3,80.105
294,3.23,29.4,20.96,0.0,0.0,33.3,80.208
295,3.24,32.1,16.4,0.0,0.0,33.3,80.17399999999999
296,3.25,31.0,13.6,0.0,0.0,33.3,80.036
297,3.26,30.5,12.16,0.0,0.0,33.3,80.208
298,3.26,33.1,11.36,0.0,0.0,33.3,80.105
299,3.27,33.6,11.04,0.0,0.0,33.3,79.86399999999999
300,3.28,34.7,11.04,0.0,0.0,33.3,80.311
301,3.29,35.3,11.04,0.0,0.0,33.3,80.139
302,3.3,35.1,11.12,0.1,0.0,33.3,80.071
303,3.3,35.9,11.2,0.0,0.0,33.3,80.105
304,3.31,36.3,11.12,5.46,0.0,33.3,80.071
305,3.32,36.6,10.88,8.38,0.66,33.3,80.105
306,3.33,35.8,13.36,11.77,2.22,33.3,80.071
307,3.33,37.8,21.28,11.41,0.0,33.3,80.17399999999999
308,3.34,38.5,29.36,13.99,0.0,33.3,79.933
309,3.35,37.9,35.36,16.88,0.0,33.3,79.933
310,3.36,39.4,38.72,18.14,0.0,33.3,80.105
311,3.37,39.6,43.84,19.24,0.0,33.3,80.105
312,3.37,42.6,48.8,19.59,0.0,33.3,80.071
313,3.38,45.2,52.64,14.94,0.0,33.3,80.105
314,3.39,48.2,55.52,13.35,0.0,33.3,80.002
315,3.4,54.9,55.44,12.54,0.0,33.3,80.071
316,3.4,58.0,52.48,13.62,0.0,33.3,80.105
317,3.41,51.5,49.44,11.63,0.0,33.3,80.036
318,3.42,44.8,47.68,11.83,0.0,33.3,80.002
319,3.43,38.6,46.96,13.17,0.0,33.3,80.071
320,3.43,33.4,44.8,10.45,0.0,33.3,80.071
321,3.44,29.0,43.68,6.4,0.0,33.3,80.036
322,3.45,30.9,44.08,5.2,0.0,33.3,80.105
323,3.46,31.3,41.12,5.07,0.0,33.3,80.036
324,3.47,34.0,36.4,8.05,0.0,33.3,80.105
325,3.47,34.2,31.84,5.64,0.0,33.3,80.002
326,3.48,35.4,30.24,1.65,0.0,33.3,80.036
327,3.49,35.6,30.72,0.94,0.0,33.3,79.968
328,3.5,36.9,26.56,1.66,0.0,33.3,80.071
329,3.5,38.1,21.12,5.18,0.0,33.3,80.002
330,3.51,38.1,17.76,2.06,0.0,33.3,80.002
331,3.52,36.8,17.76,0.0,0.0,33.3,79.933
332,3.53,39.1,20.4,2.17,0.0,33.3,79.933
333,3.53,39.5,17.92,3.4,0.0,33.3,80.002
334,3.54,37.7,15.84,4.73,0.0,33.3,79.899
335,3.55,39.2,17.52,3.37,0.0,33.3,79.968
336,3.56,39.0,20.08,2.6,0.0,33.3,80.002
337,3.57,38.9,21.76,4.4,0.0,33.3,80.002
338,3.57,38.3,21.12,5.54,0.0,33.3,79.968
339,3.58,40.2,20.96,9.14,0.0,33.3,80.002
340,3.59,40.6,22.56,9.48,0.0,33.3,80.071
341,3.6,41.1,25.12,10.03,0.0,33.3,79.933
342,3.6,41.3,30.4,15.13,0.0,33.3,80.036
343,3.61,43.2,34.08,15.72,0.0,33.3,80.071
344,3.62,43.7,38.16,11.93,0.0,33.3,79.83
345,3.63,44.8,44.32,9.88,0.0,33.3,79.899
346,3.63,45.0,46.88,3.3,0.0,33.3,79.86399999999999
347,3.64,44.6,44.96,3.51,0.0,33.3,79.86399999999999
348,3.65,45.8,39.76,6.56,0.0,33.3,79.968
349,3.66,44.6,32.16,5.05,0.0,33.3,79.899
350,3.67,43.4,28.48,4.07,0.87,33.3,80.036
351,3.67,43.3,28.32,5.9,0.0,33.3,79.933
352,3.68,42.8,26.8,7.9,0.0,33.3,80.036
353,3.69,40.9,25.76,3.87,0.0,33.3,79.899
354,3.7,40.0,27.04,0.0,0.0,33.3,79.899
355,3.7,36.9,28.32,0.66,0.0,33.3,79.968
356,3.71,35.1,24.48,3.72,0.0,33.3,79.933
357,3.72,32.8,18.0,2.14,0.0,33.3,80.002
358,3.73,29.2,15.44,1.29,0.0,33.3,80.071
359,3.74,30.1,17.28,1.24,0.0,33.3,79.933
360,3.74,29.3,17.2,4.11,0.0,33.3,79.933
361,3.75,28.3,16.24,0.18,0.0,33.3,79.899
362,3.76,28.5,16.64,0.0,0.0,33.3,79.968
363,3.77,29.8,18.16,0.0,0.0,33.3,79.933
364,3.77,32.0,15.2,0.0,0.0,33.3,80.071
365,3.78,32.5,13.44,0.0,0.0,33.3,79.968
366,3.79,34.2,12.64,0.0,0.0,33.3,79.968
367,3.8,36.2,12.32,0.0,0.0,33.3,79.968
368,3.8,36.6,11.84,0.0,0.0,33.3,80.036
369,3.81,36.6,11.2,0.0,0.0,33.3,79.899
370,3.82,38.1,10.72,0.0,0.0,33.3,80.002
371,3.83,38.3,10.64,0.0,0.0,33.3,79.933
372,3.84,40.5,10.96,0.0,0.0,33.3,79.83
373,3.84,42.3,11.12,0.0,0.0,33.3,79.899
374,3.85,41.3,11.36,0.0,0.0,33.3,79.933
375,3.86,43.4,11.2,0.0,0.0,33.3,79.899
376,3.87,42.9,10.8,0.0,0.0,33.3,79.86399999999999
377,3.87,44.1,9.92,0.0,0.0,33.3,79.968
378,3.88,44.8,9.2,0.0,0.0,33.3,79.796
379,3.89,44.7,8.8,0.0,0.0,33.3,79.933
380,3.9,44.5,9.6,0.0,0.0,56.1,79.899
381,3.9,45.0,10.4,0.0,4.05,56.1,79.933
382,3.91,44.8,10.88,0.0,2.18,56.1,79.933
383,3.92,45.8,11.36,0.0,2.79,56.1,80.002
384,3.93,45.5,11.68,0.0,3.09,56.1,79.968
385,3.94,46.2,11.76,0.0,3.63,56.1,80.071
386,3.95,46.3,11.84,0.0,2.03,56.1,79.968
387,3.96,46.7,11.76,0.0,1.97,56.1,79.933
388,3.97,47.2,11.76,0.0,0.0,56.1,79.968
389,3.97,47.2,12.0,0.0,4.44,56.1,79.968
390,3.98,47.5,12.08,0.0,4.89,56.1,79.968
391,3.99,48.2,12.16,0.0,9.99,56.1,79.968
392,4.0,49.0,11.92,0.0,11.03,56.1,79.933
393,4.02,48.8,11.36,0.0,13.6,56.1,80.036
394,4.03,49.5,10.96,0.0,14.25,56.1,79.899
395,4.04,49.4,10.88,0.0,18.36,56.1,80.002
396,4.06,49.9,11.2,0.0,19.91,56.1,79.968
397,4.07,50.0,11.52,0.0,18.67,56.1,80.036
398,4.09,50.0,11.68,0.0,18.94,56.1,79.933
399,4.1,50.1,11.68,0.0,18.87,56.1,80.071
400,4.12,49.6,11.12,0.0,24.38,56.1,79.86399999999999
401,4.13,49.1,10.16,0.0,19.88,56.1,79.968
402,4.15,48.5,9.44,0.0,15.14,56.1,80.036
403,4.16,48.7,9.6,0.0,12.91,56.1,79.899
404,4.18,48.8,10.24,0.0,16.16,56.1,79.933
405,4.19,49.0,11.04,0.0,14.04,56.1,79.899
406,4.2,49.3,11.52,0.81,16.46,56.1,80.036
407,4.22,49.5,11.84,0.63,17.82,56.1,79.86399999999999
408,4.23,50.9,12.24,0.59,17.36,56.1,80.002
409,4.25,52.4,12.8,0.0,18.61,56.1,79.86399999999999
410,4.26,54.4,13.04,0.0,19.1,56.1,80.002
411,4.28,57.2,12.88,0.0,20.2,56.1,79.968
412,4.29,58.6,12.32,2.15,21.53,56.1,80.002
413,4.31,58.9,12.08,3.65,23.15,56.1,79.933
414,4.32,59.3,12.88,2.95,23.91,56.1,79.86399999999999
415,4.34,59.1,16.0,0.0,27.84,56.1,79.899
416,4.36,59.4,18.08,0.0,29.48,56.1,79.83
417,4.38,58.6,17.04,0.0,28.93,56.1,79.933
418,4.4,58.1,14.24,0.0,26.4,56.1,79.86399999999999
419,4.41,56.9,12.96,0.0,22.84,56.1,79.933
420,4.43,55.3,12.32,0.0,20.27,56.1,80.002
421,4.45,55.2,11.52,0.0,16.0,56.1,79.83
422,4.46,55.7,10.64,0.0,12.57,56.1,79.83
423,4.47,55.6,9.68,0.0,13.33,56.1,79.968
424,4.49,55.7,9.2,0.0,8.54,56.1,79.86399999999999
425,4.5,56.5,9.6,0.0,11.19,56.1,79.86399999999999
426,4.51,56.8,10.32,0.0,10.53,56.1,79.796
427,4.52,57.3,10.96,0.0,10.27,56.1,79.899
428,4.53,60.5,11.52,0.0,11.17,56.1,80.071
429,4.54,59.9,11.84,0.0,13.69,56.1,79.83
430,4.56,59.3,12.0,0.0,12.53,56.1,79.86399999999999
431,4.57,60.4,12.0,0.1,11.67,56.1,79.899
432,4.58,59.0,12.0,2.91,12.97,56.1,79.933
433,4.59,58.4,11.92,5.17,7.66,56.1,79.83
434,4.6,58.8,13.04,7.83,1.56,56.1,79.968
435,4.61,57.8,17.28,9.3,1.73,56.1,79.899
436,4.62,58.5,23.12,13.35,0.8,56.1,79.968
437,4.63,57.6,28.48,13.7,0.0,56.1,79.968
438,4.64,57.8,33.92,10.19,0.0,56.1,79.83
439,4.64,57.2,40.16,11.38,2.37,56.1,79.968
440,4.65,58.3,41.52,8.37,2.61,56.1,79.933
441,4.66,56.4,41.68,5.17,3.39,56.1,79.968
442,4.67,58.1,41.04,6.23,1.87,56.1,79.968
443,4.68,63.9,37.52,0.71,2.07,56.1,80.002
444,4.69,68.4,33.04,0.0,3.3,56.1,79.933
445,4.7,67.7,29.12,0.52,4.75,56.1,79.899
446,4.71,65.4,22.48,0.17,8.31,56.1,79.933
447,4.72,63.8,17.12,5.09,8.25,56.1,79.933
448,4.73,61.4,13.44,0.0,6.55,56.1,79.86399999999999
449,4.74,57.5,14.08,0.0,10.89,56.1,79.899
450,4.75,55.9,18.24,0.0,7.53,56.1,79.933
451,4.76,54.9,15.68,0.54,10.51,56.1,79.899
452,4.77,53.0,14.0,3.75,11.74,56.1,79.933
453,4.78,51.8,13.12,1.63,10.38,56.1,79.968
454,4.8,51.2,14.48,3.16,11.42,56.1,79.968
455,4.81,50.6,17.12,4.72,12.73,56.1,79.968
456,4.82,51.6,17.28,3.84,14.31,56.1,80.036
457,4.83,50.2,19.6,1.65,17.24,56.1,79.933
